param NO_Staff = 10

param NO_Visits = 50

param T_MAX = 704

param nModeOfTravel = 1

param extra_staff_penalty = 99999

set Visit_Demands[8] := 45;
set Visit_Demands[45] := ; # empty
set Visit_Demands[5] := 35;
set Visit_Demands[35] := ; # empty
set Visit_Demands[47] := ; # empty
set Visit_Demands[46] := ; # empty
set Visit_Demands[6] := 47;
set Visit_Demands[48] := ; # empty
set Visit_Demands[1] := 48;
set Visit_Demands[2] := 40;
set Visit_Demands[40] := ; # empty
set Visit_Demands[3] := ; # empty
set Visit_Demands[4] := ; # empty
set Visit_Demands[7] := ; # empty
set Visit_Demands[9] := ; # empty
set Visit_Demands[10] := ; # empty
set Visit_Demands[11] := ; # empty
set Visit_Demands[12] := ; # empty
set Visit_Demands[13] := ; # empty
set Visit_Demands[14] := ; # empty
set Visit_Demands[15] := ; # empty
set Visit_Demands[16] := ; # empty
set Visit_Demands[17] := ; # empty
set Visit_Demands[18] := ; # empty
set Visit_Demands[19] := ; # empty
set Visit_Demands[20] := ; # empty
set Visit_Demands[21] := ; # empty
set Visit_Demands[22] := ; # empty
set Visit_Demands[23] := ; # empty
set Visit_Demands[24] := ; # empty
set Visit_Demands[25] := ; # empty
set Visit_Demands[26] := ; # empty
set Visit_Demands[27] := ; # empty
set Visit_Demands[28] := ; # empty
set Visit_Demands[29] := ; # empty
set Visit_Demands[30] := ; # empty
set Visit_Demands[31] := ; # empty
set Visit_Demands[32] := ; # empty
set Visit_Demands[33] := ; # empty
set Visit_Demands[34] := ; # empty
set Visit_Demands[36] := ; # empty
set Visit_Demands[37] := ; # empty
set Visit_Demands[38] := ; # empty
set Visit_Demands[39] := ; # empty
set Visit_Demands[41] := ; # empty
set Visit_Demands[42] := ; # empty
set Visit_Demands[43] := ; # empty
set Visit_Demands[44] := ; # empty
set Visit_Demands[49] := ; # empty
set Visit_Demands[50] := ; # empty

param :     a     b     :=
0      0   704
1    144   314
2    354   493
3    413   504
4    528   645
5    586   723
6     99   160
7    156   276
8    281   363
9    356   523
10   455   586
11     0    50
12    45   187
13    87   224
14   143   231
15   254   341
16     0    47
17   107   267
18   264   379
19   378   468
20   428   596
21     0    69
22    63   200
23   192   318
24   278   421
25   324   471
26     0   100
27    67   244
28   158   292
29   240   436
30   425   563
31     0    90
32    46   123
33   118   230
34   199   281
35   586   723
36     0    81
37     0   132
38   157   261
39   209   302
40   354   493
41     0    80
42     0   133
43   126   288
44   183   308
45   281   363
46     0    44
47    99   160
48   144   314
49   326   426
50   429   527
51     0   704
;

param Duration [*] :=
 1 125    7  93   13  17   19  91   25  75   31  37   37  68   43  41   49  66
 2  58    8  83   14  74   20  89   26 100   32  45   38  65   44  28   50  71
 3  66    9  65   15  83   21 102   27  53   33  33   39  81   45  83
 4  68   10  73   16 126   22  79   28  73   34 109   40  58   46  69
 5  36   11  67   17 118   23  58   29 130   35  36   41  44   47  55
 6  55   12  16   18  83   24  46   30  59   36  27   42  68   48 125
;

param TimeMatrix [*,*,1]
:    0      1       2       3       4       5       6       7       8       9 :=
0     0      13      27      13      20      15      23      25      27      21
1    13   10000      23      14      33      26      25      15      16      33
2    27      23   10000      15      39      27      11      34      36      45
3    13      14      15   10000      27      16      12      28      29      32
4    20      33      39      27   10000      12      30      45      46      11
5    15      26      27      16      12   10000      18      39      41      21
6    23      25      11      12      30      18   10000      38      40      38
7    25      15      34      28      45      39      38   10000       2      42
8    27      16      36      29      46      41      40       2   10000      44
9    21      33      45      32      11      21      38      42      44   10000
10   13      20      19       8      21       9      11      34      36      27
11   24      31      50      37      27      33      46      35      35      18
12   24      31      50      36      27      32      46      34      35      17
13   14      24      25      14      15       3      16      38      39      23
14   18      30      38      25       3      11      29      42      44      11
15   20      26      46      33      27      31      43      30      30      19
16   16      10      33      22      34      30      34      12      13      31
