param NO_Staff = 10

    ;
param NO_Visits = 50

    ;
param T_MAX = 651

    ;
param nModeOfTravel = 1

    ;
param extra_staff_penalty = 99999

    ;
set Visit_Demands[44] := ; # empty
set Visit_Demands[14] := 44;
set Visit_Demands[19] := ; # empty
set Visit_Demands[4] := 19;
set Visit_Demands[6] := 22;
set Visit_Demands[22] := ; # empty
set Visit_Demands[49] := ; # empty
set Visit_Demands[43] := 49;
set Visit_Demands[32] := 48;
set Visit_Demands[48] := ; # empty
set Visit_Demands[1] := ; # empty
set Visit_Demands[2] := ; # empty
set Visit_Demands[3] := ; # empty
set Visit_Demands[5] := ; # empty
set Visit_Demands[7] := ; # empty
set Visit_Demands[8] := ; # empty
set Visit_Demands[9] := ; # empty
set Visit_Demands[10] := ; # empty
set Visit_Demands[11] := ; # empty
set Visit_Demands[12] := ; # empty
set Visit_Demands[13] := ; # empty
set Visit_Demands[15] := ; # empty
set Visit_Demands[16] := ; # empty
set Visit_Demands[17] := ; # empty
set Visit_Demands[18] := ; # empty
set Visit_Demands[20] := ; # empty
set Visit_Demands[21] := ; # empty
set Visit_Demands[23] := ; # empty
set Visit_Demands[24] := ; # empty
set Visit_Demands[25] := ; # empty
set Visit_Demands[26] := ; # empty
set Visit_Demands[27] := ; # empty
set Visit_Demands[28] := ; # empty
set Visit_Demands[29] := ; # empty
set Visit_Demands[30] := ; # empty
set Visit_Demands[31] := ; # empty
set Visit_Demands[33] := ; # empty
set Visit_Demands[34] := ; # empty
set Visit_Demands[35] := ; # empty
set Visit_Demands[36] := ; # empty
set Visit_Demands[37] := ; # empty
set Visit_Demands[38] := ; # empty
set Visit_Demands[39] := ; # empty
set Visit_Demands[40] := ; # empty
set Visit_Demands[41] := ; # empty
set Visit_Demands[42] := ; # empty
set Visit_Demands[45] := ; # empty
set Visit_Demands[46] := ; # empty
set Visit_Demands[47] := ; # empty
set Visit_Demands[50] := ; # empty

param :     a     b     :=
0      0   651
1      0    65
2     72   200
3    133   227
4    197   299
5    317   409
6     62   189
7    139   268
8    208   357
9    317   401
10   386   500
11     0    50
12    83   211
13   149   317
14   287   438
15   404   572
16     0    86
17    33   219
18   135   244
19   197   299
20   303   463
21     0    83
22    62   189
23   128   280
24   194   295
25   274   391
26     0    59
27    47   204
28   158   261
29   344   441
30   464   581
31     0    59
32   148   206
33   245   322
34   277   454
35   344   455
36     0    94
37    41   183
38   166   302
39   229   345
40   337   461
41     0    80
42    85   215
43   226   354
44   287   438
45   426   578
46     0   105
47     0   164
48   148   206
49   226   354
50   310   446
51     0   651
;

param Duration [*] :=
 1  90    7  81   13  59   19  68   25  69   31  73   37  58   43  48   49  48
 2  32    8  20   14  93   20  58   26  90   32  80   38  86   44  93   50 109
 3  57    9  76   15 117   21  50   27  69   33  41   39  13   45  94
 4  68   10  70   16  62   22  81   28 146   34  46   40  88   46  38
 5 134   11 115   17  79   23  54   29  82   35 112   41  74   47  75
 6  81   12  38   18  41   24  56   30 105   36  84   42  68   48  80
;

param TimeMatrix [*,*,1]
:    0      1       2       3       4       5       6       7       8       9 :=
0     0      15      22      17      19      20       9       8      29       3
1    15   10000      24      30      31      17       9      18      42      17
2    22      24   10000      20      38      10      26      15      27      23
3    17      30      20   10000      23      26      25      12      13      16
4    19      31      38      23   10000      38      23      24      31      17
5    20      17      10      26      38   10000      21      16      35      22
6     9       9      26      25      23      21   10000      15      37      10
7     8      18      15      12      24      16      15   10000      24       9
8    29      42      27      13      31      35      37      24   10000      28
9     3      17      23      16      17      22      10       9      28   10000
10   17      14      35      33      24      30      10      24      45      18
11   21      11      20      32      39      10      18      21      43      23
12   17      24       7      14      32      14      23      10      22      18
13   12      25      31      18       7      32      17      17      28      10
14    7      13      27      23      19      23       4      14      35       7
15   22      32      41      27       5      41      24      27      36      20
16   25      37      23       9      29      31      33      19       5      24
17    8       7      21      23      26      16       6      12      35      11
18   10       6      22      25      27      16       6      14      37      12
19   19      31      38      23   10000      38      23      24      31      17
20   20      28       8      13      33      17      27      12      19      21
21   20      18       9      24      37       2      21      15      33      21
22    9       9      26      25      23      21   10000      15      37      10
23   18      23      39      31      15      36      16      26      42      17
24   11      25      22       8      17      25      19       9      20       9
25    2      14      23      19      19      21       7      10      31       4
26   21      22       3      22      38       8      24      15      30      23
27   17       9      32      33      29      25       9      23      45      18
28   11      22      14       9      24      18      18       4      20      11
29   20      17      38      35      25      33      13      27      47      20
30   21       7      27      35      38      18      15      24      47      23
31   20      12      17      30      39       7      18      19      40      22
32   23      32      43      30       8      42      24      29      39      21
33   24      36      23       7      27      31      32      18       6      23
34   15      27      35      23       6      35      18      21      33      14
35   13      23      34      23       9      32      15      20      34      11
36   22      31      42      30       9      41      23      28      39      20
37    7      12      26      23      19      23       4      14      35       7
38   18      19       6      21      35       6      21      12      30      19
39   12      26      22       6      18      25      20      10      18      11
40   22      11      21      33      40      11      18      21      43      24
41   22      21      41      37      24      36      16      30      49      22
42   18       4      24      32      35      15      13      20      43      20
43   17      16       9      22      35       4      19      13      32      19
44    7      13      27      23      19      23       4      14      35       7
45   17      12      14      26      36       5      17      15      37      19
46   14      24      35      24       9      34      16      21      35      13
47   17      32      28       9      15      32      25      17      17      16
48   23      32      43      30       8      42      24      29      39      21
49   17      16       9      22      35       4      19      13      32      19
50   22      30      43      32      12      41      22      30      42      21
51    0      15      22      17      19      20       9       8      29       3

:     10      11      12      13      14      15      16      17      18     :=
0       17      21      17      12       7      22      25       8      10
1       14      11      24      25      13      32      37       7       6
2       35      20       7      31      27      41      23      21      22
3       33      32      14      18      23      27       9      23      25
4       24      39      32       7      19       5      29      26      27
5       30      10      14      32      23      41      31      16      16
6       10      18      23      17       4      24      33       6       6
7       24      21      10      17      14      27      19      12      14
8       45      43      22      28      35      36       5      35      37
9       18      23      18      10       7      20      24      11      12
10   10000      25      32      21      11      23      41      15      14
11      25   10000      21      33      21      41      38      14      13
12      32      21   10000      26      23      36      18      19      20
13      21      33      26   10000      14      10      25      20      21
14      11      21      23      14   10000      21      31       8       9
15      23      41      36      10      21   10000      33      28      29
16      41      38      18      25      31      33   10000      31      33
17      15      14      19      20       8      28      31   10000       2
18      14      13      20      21       9      29      33       2   10000
19      24      39      32       7      19       5      29      26      27
20      36      25       5      27      26      37      15      22      24
21      30      11      12      31      23      41      29      16      16
22      10      18      23      17       4      24      33       6       6
23      11      33      35      14      13      13      38      21      21
24      26      29      16      11      16      21      16      18      20
25      15      21      19      13       5      21      27       8       9
26      34      17       8      32      26      42      26      19      20
27       7      19      30      24      11      29      41      12      10
28      27      23       8      18      17      28      16      15      17
29       4      28      35      22      13      24      44      18      17
30      19       9      27      32      19      39      43      13      12
31      26       3      19      32      21      41      36      14      13
32      22      42      38      13      21       4      36      28      29
33      40      38      18      24      30      32       2      30      31
34      19      35      30       5      14       7      30      22      22
35      16      32      29       6      11      10      31      19      19
36      21      41      37      12      20       5      36      27      28
37      11      21      23      14       1      21      31       8       8
38      30      14       8      29      22      38      26      15      16
39      28      30      16      13      18      22      14      19      21
40      25       2      22      33      22      42      39      14      13
41       7      32      38      22      16      22      45      22      21
42      18       8      24      29      16      36      39      10       9
43      28      12      10      29      21      38      28      14      15
44      11      21      23      14   10000      21      31       8       9
45      25       7      15      29      19      38      32      12      12
46      16      33      30       7      12       9      32      20      20
47      31      36      22      12      22      19      14      25      27
48      22      42      38      13      21       4      36      28      29
49      28      12      10      29      21      38      28      14      15
50      18      40      39      15      19       9      39      27      27
51      17      21      17      12       7      22      25       8      10

:     19      20      21      22      23      24      25      26      27     :=
0       19      20      20       9      18      11       2      21      17
1       31      28      18       9      23      25      14      22       9
2       38       8       9      26      39      22      23       3      32
3       23      13      24      25      31       8      19      22      33
4    10000      33      37      23      15      17      19      38      29
5       38      17       2      21      36      25      21       8      25
6       23      27      21   10000      16      19       7      24       9
7       24      12      15      15      26       9      10      15      23
8       31      19      33      37      42      20      31      30      45
9       17      21      21      10      17       9       4      23      18
10      24      36      30      10      11      26      15      34       7
11      39      25      11      18      33      29      21      17      19
12      32       5      12      23      35      16      19       8      30
13       7      27      31      17      14      11      13      32      24
14      19      26      23       4      13      16       5      26      11
15       5      37      41      24      13      21      21      42      29
16      29      15      29      33      38      16      27      26      41
17      26      22      16       6      21      18       8      19      12
18      27      24      16       6      21      20       9      20      10
19   10000      33      37      23      15      17      19      38      29
20      33   10000      15      27      37      17      22      11      34
21      37      15   10000      21      36      24      20       6      25
22      23      27      21   10000      16      19       7      24       9
23      15      37      36      16   10000      23      16      38      18
24      17      17      24      19      23   10000      12      23      27
25      19      22      20       7      16      12   10000      22      15
26      38      11       6      24      38      23      22   10000      30
27      29      34      25       9      18      27      15      30   10000
28      24      10      16      18      28       9      13      15      26
