         i         j       pij       pji
        23        79        76   -100000
        81        68      77.5   -100000
        76        11     315.3   -100000
        73        27     389.5   -100000
        37        43     126.6   -100000
        55        82       -93   -100000
        79         1        57   -100000
        92        76      -355   -100000
         2        64    -507.4   -100000
        90         8    -285.6   -100000
        95        30    -379.8   -100000
        65        63       -80   -100000
        32        38    -573.6   -100000
        76        63     251.2   -100000
        13        51    -617.8   -100000
        31         5     222.3   -100000
        99        35     427.7   -100000
        21        26     687.4   -100000
         1        27     -43.2   -100000
        59        68     547.1   -100000
        55        62    -326.4   -100000
        29        79    -226.1   -100000
        71        10      32.8   -100000
        75        37     607.4   -100000
         5         1    -233.2   -100000
        57        34     222.8   -100000
        92        44     114.1   -100000
        17        28    -463.6   -100000
        96        76      -223   -100000
        63        32       427   -100000
        77        69      -665   -100000
        55        20     183.6   -100000
        64        60      26.6   -100000
        53        11     -33.4   -100000
        27        84     101.1   -100000
        61        64      -343   -100000
        56        13      -366   -100000
        83        66     169.3   -100000
        59        77     721.6   -100000
        42        43     368.1   -100000
        62        38      -220   -100000
        81        54     566.5   -100000
        92        97     694.8   -100000
        54        95      -569   -100000
        17        22    -320.3   -100000
        40        34       436   -100000
         2        89     749.4   -100000
        32        71    -363.7   -100000
        10        81    -370.2   -100000
        50        22    -102.2   -100000
        18        83    -315.3   -100000
        40        15     137.7   -100000
        32        67    -665.6   -100000
        26        61    -298.7   -100000
        47        38       -55   -100000
        80        78    -320.9   -100000
        68        83    -270.4   -100000
        39        52    -606.6   -100000
        71        98    -212.4   -100000
        93        39    -760.6   -100000
        27        68     117.6   -100000
        94        51    -430.1   -100000
        52        82     347.7   -100000
        63        60       212   -100000
        43         6    -153.6   -100000
        13        86     -63.6   -100000
        85         5    -314.4   -100000
        40        95      85.2   -100000
        56        66      56.7   -100000
        68         7    -424.1   -100000
        35        32       187   -100000
        86        33    -410.9   -100000
        19         1     -39.4   -100000
        41        36    -207.6   -100000
        28        24      55.9   -100000
        83        41    -350.9   -100000
         7        50     -76.1   -100000
        13        37     268.2   -100000
        14        77     662.4   -100000
         8        39    -411.2   -100000
         4        92    -472.8   -100000
        94        80     214.8   -100000
        13        70       -91   -100000
         2        46       719   -100000
         3        80     569.6   -100000
        48        76    -696.8   -100000
        45        96      -2.2   -100000
        87        12    -267.3   -100000
        93        87    -233.6   -100000
        91        26     325.2   -100000
        49        54     405.4   -100000
       100        58     233.8   -100000
        74         4    -157.3   -100000
        23        88    -168.3   -100000
        72        12       107   -100000
        68        25    -158.6   -100000
        58        68     -58.2   -100000
        16        63      63.2   -100000
        62         9        90   -100000
