         i         j       pij       pji
        11         3     -76.7    -646.6
        20         5    -108.4     -16.4
        23        22    -326.5    -547.3
        12        25     499.5    -634.9
        23        14     143.5    -393.3
         1        10    -463.6    -340.8
         9         5      -101      -593
        13         7      89.8    -289.1
        11         7     346.3    -699.2
        14        10      -156    -544.3
        15        18      95.6    -532.6
         4        24    -607.2     388.1
        25        20      -282        16
        13        23    -529.6     421.9
        21         4       222    -815.5
        10         9    -592.9    -201.7
         8        24      23.7    -119.2
        19        23    -496.4     182.8
        24         2    -335.9     312.7
        18        22     624.8    -714.9
        24        20     213.5    -432.4
         6         3    -291.1    -273.9
        17         5    -202.4     143.8
        16         1     174.7    -434.8
