         i         j       pij       pji
         4        10         0         0
        14        20         0         0
         6        23         0         0
        15        22         0         0
        15         7         0         0
        16         9         0         0
        16         1         0         0
        24         1         0         0
         5        10         0         0
         1        20         0         0
         6         8         0         0
        20        19         0         0
         5         3         0         0
        17        12         0         0
        10         2         0         0
        17         3         0         0
        19        18         0         0
         3        21         0         0
        13         2         0         0
        11        22         0         0
