         i         j       pij       pji
        17         5    -334.7       -55
         7         6      -167    -454.6
        24        11      -912      87.6
        18         2       6.7    -257.3
        25        19    -854.9     194.4
        18        20     -66.5    -545.3
        23        11      28.7    -434.4
        18        12    -468.9    -228.6
        19        24     154.2    -543.9
         4        19    -776.8     747.2
         6         5      77.8    -221.8
         6        15    -258.7      91.1
        10         6    -327.1     -15.2
         2        16    -327.3     159.1
         3        12    -412.7     313.8
        24         1      31.3       -36
         1        13    -304.4     200.6
         8         2     -77.8    -126.7
         6         3      37.2    -256.5
        19         7       252    -375.5
        14        23    -138.4    -339.5
        17        22    -690.6     655.9
        15        21      51.3     -92.9
         9         5       121    -297.5
