         i         j       pij       pji
        17        16    -101.1   -100000
        25         1      12.1   -100000
         8         6     -34.2   -100000
         5         8       7.8   -100000
        11         6     -86.9   -100000
        21        25     -15.3   -100000
        19         1      80.7   -100000
        25         6      84.9   -100000
         4        24     -84.6   -100000
         4        10      12.5   -100000
        21        10      66.6   -100000
        12        13     -20.5   -100000
        17        14     -17.3   -100000
        18        12      42.5   -100000
         5        12      74.5   -100000
        10        22     -30.5   -100000
         3        20     -24.2   -100000
        11         7      92.1   -100000
        24        14       2.1   -100000
         2         6      21.1   -100000
        23         9     -62.6   -100000
        15        19       -59   -100000
        20         9      43.6   -100000
         7        20     -31.7   -100000
