         i         j       pij       pji
        31        25     -16.5   -100000
         8        29     -24.6   -100000
        84        19        11   -100000
        96        43     151.5   -100000
        76        47      60.5   -100000
        23       100     110.2   -100000
        13        85     -71.3   -100000
        86        25     115.8   -100000
        19        44    -113.5   -100000
        72        63     -88.5   -100000
        50        45      96.6   -100000
       100        53     -88.1   -100000
        90        36     -60.8   -100000
       100        84       -83   -100000
        87        59      49.1   -100000
        31        34    -122.4   -100000
        36        98      -3.1   -100000
        81        84     -97.9   -100000
        61         2     111.2   -100000
        56        73       -54   -100000
        61        74      53.5   -100000
        42        25       -26   -100000
         4        14     -72.5   -100000
        84        65    -106.9   -100000
        54         3       7.6   -100000
        75        86      -7.9   -100000
        48        21      -6.2   -100000
         5         1        97   -100000
        86        13     120.2   -100000
        10        68     -11.8   -100000
        49        81      58.2   -100000
        32        74       5.6   -100000
        67        77      92.2   -100000
        89        12     106.7   -100000
        95        66     131.3   -100000
        11        92     -17.1   -100000
        12        39      -0.4   -100000
        10        95      27.9   -100000
        44        80      42.2   -100000
        78        42      -9.4   -100000
        37        90      64.1   -100000
        69        73       3.7   -100000
        77        91      49.5   -100000
        99        79      34.7   -100000
        90        25      72.7   -100000
        31        87     -51.9   -100000
         9        98      44.6   -100000
         7        60    -111.1   -100000
        57         3     -81.3   -100000
        94       100      59.4   -100000
        35        66      99.3   -100000
         7        53     -70.1   -100000
        49        20    -112.8   -100000
        27        99       -70   -100000
         4        43      17.3   -100000
        90        83     -40.6   -100000
        88        61      43.9   -100000
        99        33      92.1   -100000
         1        37     -96.5   -100000
        80        82     107.3   -100000
        48        16       102   -100000
        83        74     -32.6   -100000
        47        22      -7.5   -100000
        10         1     104.1   -100000
        13         4     -20.4   -100000
        47        45     -55.1   -100000
        88        84      99.2   -100000
        82        22     -52.7   -100000
        46        61     -34.2   -100000
        47         3     -58.8   -100000
        63        67     -43.6   -100000
        18        62     -94.3   -100000
         1        15     -75.8   -100000
        35        52      49.1   -100000
        16        73     -64.8   -100000
        29        28      30.4   -100000
        41        99     -24.5   -100000
        67        81     135.4   -100000
        30        28      -8.8   -100000
        14        71      19.4   -100000
        66        24    -122.2   -100000
        57        58     123.4   -100000
        90        73     -20.4   -100000
        28        33      54.8   -100000
        91        11    -156.6   -100000
        26        19     -28.7   -100000
        18        54      80.7   -100000
        60        99    -116.3   -100000
        39        32     -84.4   -100000
        89        38      39.9   -100000
        53        40     -51.3   -100000
        51        28     -30.4   -100000
        55         1     -23.5   -100000
        81        70     -13.9   -100000
        51         6     -16.8   -100000
        97        44     -63.7   -100000
        76        64     -61.1   -100000
        17        41     -58.5   -100000
        93        21       -23   -100000
