         i         j       pij       pji
        19        21         0         0
         9         8       -10       -10
         6        22       -10       -10
        17        25        96   -100000
        12         7       -10       -10
         7         3     228.3    -230.7
        23         4       467    -482.2
        21        11         0         0
        20        23    -329.3   -100000
        19        16       -10       -10
         6        23    -163.1     107.5
        13         7    -363.7   -100000
        17        24       -10       -10
        14         5         0         0
        11        15       -10       -10
         5        17     561.9    -746.6
         5        16       261   -100000
        23        12       -10       -10
        24         4         0         0
        20        10       -10       -10
         9         5    -439.8     420.6
         3        18    -130.8   -100000
         2        15       -10       -10
         1        12    -404.9   -100000
