         i         j       pij       pji
        12         9       -90       -90
        25        17       -90       -90
        14         6       -90       -90
        11        15       -90       -90
        16        10       -90       -90
        19        16       -90       -90
         9         6       -90       -90
         4         9       -90       -90
        15        25       -90       -90
        20         3       -90       -90
         3        10       -90       -90
        17        13       -90       -90
        24        19       -90       -90
         3         8       -90       -90
         1         6       -90       -90
        18         3       -90       -90
         1         2       -90       -90
         3        25       -90       -90
        22         9       -90       -90
         3         5       -90       -90
        12        11       -90       -90
         7        15       -90       -90
        23         2       -90       -90
         4        21       -90       -90
