         i         j       pij       pji
        40        19       -90       -90
        53        33       -90       -90
        94        54       -90       -90
        40        53       -90       -90
        43        42       -90       -90
        46        93       -90       -90
        48        99       -90       -90
        27        87       -90       -90
        17        32       -90       -90
        71        31       -90       -90
        89        64       -90       -90
        68        89       -90       -90
        78        87       -90       -90
        45       100       -90       -90
        82        70       -90       -90
        68         4       -90       -90
        23        77       -90       -90
       100        97       -90       -90
        57        17       -90       -90
        87        71       -90       -90
        12        93       -90       -90
        20        90       -90       -90
        42        94       -90       -90
        18        81       -90       -90
        28        74       -90       -90
        33        96       -90       -90
        97        73       -90       -90
        41        83       -90       -90
         6        89       -90       -90
        20        25       -90       -90
        45        72       -90       -90
        11        77       -90       -90
         1        21       -90       -90
         3        33       -90       -90
        66        36       -90       -90
        41        24       -90       -90
        35        32       -90       -90
        65        57       -90       -90
        81        33       -90       -90
         9        88       -90       -90
         9         4       -90       -90
        14        73       -90       -90
        18        95       -90       -90
        27        42       -90       -90
        41        43       -90       -90
        93        97       -90       -90
        29         7       -90       -90
        19        42       -90       -90
        80        88       -90       -90
        61        84       -90       -90
        39        23       -90       -90
        21        22       -90       -90
        85        26       -90       -90
        43         8       -90       -90
        40        86       -90       -90
        26       100       -90       -90
        18        57       -90       -90
        86        56       -90       -90
        15        82       -90       -90
        34        85       -90       -90
        25        95       -90       -90
        44        84       -90       -90
        38        77       -90       -90
        63        53       -90       -90
        10        74       -90       -90
        53        76       -90       -90
        28        48       -90       -90
        55        42       -90       -90
        61        99       -90       -90
        28        39       -90       -90
        66        23       -90       -90
        16        60       -90       -90
         4        85       -90       -90
        16        12       -90       -90
        95        13       -90       -90
        30        73       -90       -90
        10        73       -90       -90
        34        51       -90       -90
        11        92       -90       -90
        79        97       -90       -90
        82        10       -90       -90
         1        50       -90       -90
        59        16       -90       -90
        29        72       -90       -90
        29        31       -90       -90
        50        79       -90       -90
        82        58       -90       -90
        98        78       -90       -90
        91         6       -90       -90
        41        67       -90       -90
         5        55       -90       -90
        66         2       -90       -90
        11        37       -90       -90
        52        21       -90       -90
        52        47       -90       -90
        62        25       -90       -90
        80        69       -90       -90
        69        75       -90       -90
        52        49       -90       -90
