         i         j       pij       pji
        10         2       -10       -10
         6        16    -404.4   -100000
        21         7       -10       -10
         3        19    -396.4   -100000
        23         5         0         0
         7         9         0         0
         9         1     -10.2    -519.8
         9        15         0         0
        21         3       -10       -10
         8         6    -393.7     140.3
        19        13       -10       -10
        22         8     108.6   -100000
         5        13     437.2    -460.7
         1        11         0         0
        12        20       494    -546.5
         1        10     -61.4      23.8
         6         3     146.2   -100000
        25        13    -316.6      11.8
        16         4     184.6    -377.3
         4        14    -675.7   -100000
        17         4         0         0
        24        20     136.1    -259.2
        12        14         0         0
         9        18     -71.7   -100000
