         i         j       pij       pji
        23         3    -269.7     -63.1
         3        18    -265.6    -609.1
        25        11     300.9    -314.7
        19        17    -447.4      96.7
         4        12    -448.9     286.2
         6        13    -625.3     536.7
         4         8    -458.5     458.4
         1         2    -908.4     861.4
         6         4      61.3     -95.3
        22        25      -666     645.3
        11        23     243.7    -293.2
        16        21     -13.1    -613.5
         9        16      -193       151
        22         8    -562.1       561
        21         6     -96.9    -319.9
         5        19       2.9    -396.1
         4        19    -370.4       266
         6        14    -433.7      50.6
        16        20    -371.1       115
        10         1     692.3      -763
        10         7     149.9    -466.3
        12         7     212.7    -420.3
        19        15      -2.2        -7
        24        21    -658.2     193.8
