         i         j       pij       pji
        25        20     -88.4   -100000
        53        15         0         0
        96        12         0         0
        72        11    -128.4   -100000
        63        39     -69.4   -100000
        33        40         0         0
        21        72     131.4   -100000
        14        80         0         0
        18         5     -30.2     -72.8
        13        46     -40.2     -76.8
        76        42       -10       -10
        99        52     -20.7         3
        61        80        36   -100000
        71         1         0         0
        94        58         0         0
         8        37       -10       -10
        77        41         0         0
        70        16      15.2   -100000
        96        14     -16.3   -100000
        55         4     -66.9   -100000
        74        27     -40.8   -100000
        58        35       -10       -10
        29        35    -103.8   -100000
        44        24       -10       -10
        80        93         0         0
        78        88         0         0
        44        35       -10       -10
        72        58       -46   -100000
        31        27     -15.1   -100000
        51        85         0         0
        85        67       -10       -10
        72        62       -10       -10
        15        85     -59.3      -0.6
         9        18         0         0
        86        57      12.4     -34.9
        59        53    -106.6      -7.6
        31        58     -19.5   -100000
         8        14     -40.7   -100000
        81        50         0         0
        94        17     -40.3      -3.9
        80        59    -122.5     121.1
        62        54       -10       -10
        43        97       -10       -10
        95        97       2.9     -92.2
        95         2        97   -100000
        67        21     -43.5   -100000
        22        18     -29.7   -100000
         3        74       -10       -10
        83        84         0         0
        32        37         0         0
        37        34       -10       -10
        30         6     -24.6     -41.8
        77        31      51.8   -100000
        81        24         0         0
        11        52       -10       -10
        68        86    -135.1     -36.4
        11        45         0         0
        39        88       -10       -10
        20        18         0         0
        76         9       -10       -10
       100        57      39.6    -100.7
        57        94        59   -100000
        85        56      77.8     -81.4
        14        70      -102   -100000
        18        82      35.4   -100000
        74        63         0         0
        19        90     -73.7     -12.7
        25         1       -10       -10
         3         9     -30.4       1.8
        46        47         0         0
        79        26       -10       -10
        98        43     131.8    -156.5
        83        34     -49.8     -42.6
        92        87       -10       -10
        37        28         0         0
        90        43         0         0
        98         4     107.5   -100000
        49        84       -10       -10
        62        30     -58.4   -100000
        73        80      90.3   -100000
        44        10         6      -7.6
        75         4       7.3     -94.6
         6        75       -10       -10
        48        33       -10       -10
        79        49       -10       -10
        92        50         0         0
        65        41         0         0
        89        11    -126.1   -100000
        47         4         0         0
        91        43       -10       -10
        66        12     -13.2   -100000
        48        43       -10       -10
        60        29     -79.4   -100000
         7        61       -10       -10
        36        84       -10       -10
        23        14      31.7    -112.7
        39        64     -84.4       -66
        38        86       -10       -10
        46        69    -174.2      20.8
