         i         j       pij       pji
         3         5    -412.8       374
        70        86    -352.5     198.7
       100        57    -488.4     139.7
        34         9      -289      16.5
        76        35     350.8      -433
        60        38    -585.1     198.6
        33        83     130.5      -153
        56        55      16.2    -222.9
        12        52       150    -166.3
        90        67    -289.3       117
        75        51     172.6    -184.7
        12        57     244.6    -273.4
        43        74    -151.1     -51.2
        11         6      39.3    -327.2
        88        78     107.9    -164.4
        84        24      81.5     -85.4
        75        99       6.6     -86.9
        17        45    -790.9       457
        95        90     108.8    -176.7
        98        54       343    -388.6
        79        76    -154.6    -144.8
        81        10       5.9     -82.3
        39        65       -74    -107.3
        88        22       0.9    -263.5
        73        44     -71.3      70.2
        88        81      -1.1    -151.5
        23        79      72.9    -210.1
        84        40    -192.3      32.1
        15        58     622.6    -703.3
        20        37     -28.3    -175.7
         1        84    -310.5      86.7
        58        97    -355.9     292.9
        92        79     150.9    -433.6
        11        98    -145.8      58.3
        28         7      81.4    -177.2
        46        68     104.1    -280.5
        78        29    -130.4       121
        18        28    -160.7     -25.7
        11        34     102.4    -234.8
        82        11     -44.1     -27.3
        41        67      -295      50.4
        16        18        30     -69.1
        77        40    -502.6     421.1
        59        32     470.9    -732.3
        12        47     -76.9      -8.8
        74        86    -211.7       115
        71         8     -68.5     -11.1
        18         5    -170.1     135.9
        23        30    -189.1    -258.7
        99        95    -215.4       6.9
        86        88    -292.8     201.4
        71        38    -197.8     184.1
        36        64       4.2     -18.9
        49        61      -275      32.3
        68        53    -409.7     303.4
         9         1     266.5    -437.4
        30         5    -158.9     141.8
        52        99     -85.6     -22.3
        38        59    -156.3      63.6
        48        17    -206.9     152.8
        80         4    -283.7     -79.9
        16        93     599.5    -625.4
        46        23    -502.7       381
        37         4     267.3    -324.1
        35        75    -595.6     361.6
        52         2     -51.5      -9.4
        37        47    -447.1     377.7
        26        15    -282.4     262.4
        49        70     363.5    -471.3
        38        11     -25.4    -126.5
        67        13     327.2    -377.8
        64        60     523.1    -575.5
        61        18     -28.6    -165.2
        64        62      45.7       -70
        74        17     -20.9    -131.2
        91        83    -656.3     585.9
        44        29     -49.6      -1.3
         1        37    -310.8     126.1
        83         9     184.6    -188.1
        62        66     547.6    -553.7
        42        28        89    -122.3
        56        86    -237.4      28.9
        82        87     -13.1     -41.1
        27        12    -117.2      69.4
        38        58     601.3    -649.9
        25        39    -589.1     407.8
        21        40        -7    -165.1
        72        64      15.5     -54.3
        25        38    -600.9       585
        37        19    -124.6      68.5
        91        14    -690.8     650.2
        69        89     553.1    -747.5
        31         7      -9.6    -208.4
        96        97    -157.9     -35.5
        85        44    -304.6      51.6
        89        76    -672.3     444.6
        25        94    -378.6     232.5
        50         2    -375.6     126.8
         8        63    -389.4     261.6
