         i         j       pij       pji
        13         7     302.4   -100000
        20        18     218.6   -100000
         7         1    -227.8   -100000
         7         6    -562.3   -100000
        11        21     400.1   -100000
        16        13     579.7   -100000
        21        19      -160   -100000
        22        15     -92.2   -100000
        11        18     553.1   -100000
         4         9    -332.1   -100000
        10        25     266.8   -100000
         3        21     -99.3   -100000
         5         7     769.7   -100000
        12         5    -523.5   -100000
         7        21     -95.3   -100000
        19        24    -650.3   -100000
        14        11    -734.8   -100000
         3        22      13.1   -100000
         9        12     124.8   -100000
         9        23    -377.4   -100000
        25        11    -434.4   -100000
        12        17     113.7   -100000
        16         2     242.8   -100000
         8         7     530.6   -100000
