         i         j       pij       pji
        20        18       -10       -10
         1        19       -10       -10
        23         7       -10       -10
         9        18       -10       -10
        15        19       -10       -10
        11         2       -10       -10
        10         4       -10       -10
        16         1       -10       -10
        15        23       -10       -10
        12         5       -10       -10
         7        14       -10       -10
        11        14       -10       -10
         6         2       -10       -10
        21        18       -10       -10
        22         1       -10       -10
        12        14       -10       -10
         4         3       -10       -10
         8        22       -10       -10
        10        17       -10       -10
        18        22       -10       -10
         4        24       -10       -10
         4        13       -10       -10
        13        25       -10       -10
