         i         j       pij       pji
         3        12     -85.9     -12.6
        13        10     -73.2      11.1
         7        16     -49.8     -84.3
         5        18    -102.4     -61.1
        21         5     -86.9     -40.6
        10        23     -70.9       -16
        22         7     -54.3     -99.5
         2        13     101.2    -123.7
        24        22     -68.9     -51.7
         9        13      60.1     -60.8
         3        15    -116.1     -39.8
        10         5     -68.6     -74.9
        11        22     -51.9        30
        21        16      11.2     -92.7
        25         8     -68.1      35.5
        20         2     -35.4     -27.2
        21         6    -135.1     112.1
         9         8      21.4     -22.9
        14         8     -43.8     -47.1
         1        10      37.7     -39.6
        17        11     -20.8     -31.7
         5         4     -18.6     -54.9
        18        15     -91.5      28.7
        19         7     -37.2     -54.3
