         i         j       pij       pji
        10         3     -17.6   -100000
        15        18      64.9   -100000
         4        13        65   -100000
         9        21     -32.4   -100000
        22         6      92.5   -100000
        25         1     139.6   -100000
         1         3     -94.4   -100000
        13        17     -46.3   -100000
        23        11     -97.8   -100000
         9        19      12.9   -100000
         6        25     -91.3   -100000
        25        12     -13.7   -100000
         8        10      22.2   -100000
         7        15     -69.1   -100000
         8        15     -48.6   -100000
         9        20      40.3   -100000
        18        20       7.9   -100000
        17        10     -41.7   -100000
        14        21      10.6   -100000
         1        11     -48.8   -100000
        25         5      13.8   -100000
        17        16     -64.5   -100000
        11        24     -17.1   -100000
        12         2      -9.8   -100000
