         i         j       pij       pji
        28        71     -84.4     -52.3
        76        39     -49.1      -100
        13        24    -146.7      89.3
        63        28    -108.9     101.8
        61        48     -58.4    -141.4
        25        75    -140.3     106.7
        38        66     -58.7     -61.3
        29        19     -21.1      19.3
        41        27     -87.4      59.2
        17        51     -97.1     -61.7
        26        36     -12.8       4.8
        15        44      30.7     -37.8
        44        79      14.6       -24
         6        41      -6.7      -9.6
         6        86    -119.8       6.9
        56        63      28.5     -84.7
        41        49      -7.9     -72.5
        99        29      52.7     -89.7
        16        69    -147.2      -4.1
        65        15     -85.9      61.9
        45        47    -146.8     -22.8
        87        81     -50.6     -10.9
        18        34     -64.2     -73.6
        97        28     -50.4     -16.5
        28        37      22.1    -110.1
        65        88      23.3     -25.7
        57        19       -17     -38.8
        85        24    -116.8      64.9
        70        58        76    -168.7
        38        75     -39.8      31.9
         8        38      -6.5     -11.1
        18         4       138      -146
        41        42    -157.2     101.8
        30        29        15    -123.9
        99         3      27.7       -36
        26        93     -26.5     -67.8
        50        42     -17.3       -59
        68        10      -5.6    -156.4
        48        29     -34.6      -2.1
        33        27     -48.4     -50.8
        20        36     -57.6      25.8
        64        22      51.5    -100.8
        24        99      39.3       -51
        91         8     -31.6     -23.2
        32        16    -112.6    -140.1
        43        67     -47.4      -6.4
        83        90      32.4    -151.4
        14        22       3.9     -80.3
        23        46      39.9     -92.6
        59         4        23     -56.7
        12        43      -8.1      -6.6
         1        24    -104.6     -13.9
         1        74      79.8    -103.6
        50        20      65.2    -124.9
        66        12     -53.6     -84.9
        41        24    -122.1       106
        66        69     -22.5        -2
         3        62     -33.1      32.4
        85         9     -65.4      52.3
        34        63      12.5    -126.2
        34        44      -6.4      -7.5
         7        10       9.7    -111.6
         9        87     -11.4      -7.4
        38         4      64.3     -65.5
        64         7    -112.2     106.5
        20        39     -88.9       6.5
        45        32     -22.4      -0.2
        66        46     107.6    -134.7
        60        91     -97.2      60.8
        29        98      -8.8     -37.4
        53        28     -85.2      40.4
        35        19     -14.5       -31
         7        59      98.6    -121.1
         1        55      76.9     -78.7
        82        68     -80.1     -52.5
        88        36     -30.6     -20.6
         5        62      -113        98
        80        94    -185.3     107.3
        30        72     -57.8     -94.8
        17        16      35.2     -74.6
        51        73    -147.6     114.8
        84        17     -22.8      -3.9
        77        62    -119.9     107.7
        83        73       3.8     -23.8
        94        92     -54.7      20.4
        94         1     -18.7         5
         2        13     -32.7    -133.6
        95        11    -121.7      86.8
        20        21    -168.5     102.9
        32        70     -87.4     -56.7
        40        36     100.2    -102.7
        52         5     -36.3     -80.6
        92        11      38.7     -47.3
        33        96    -130.3      20.5
        43        54      -117     -71.6
        89        33    -136.5      91.9
        31        77      93.4      -147
        78        69     -28.7      25.7
        58       100     -18.4     -11.9
