         i         j       pij       pji
         5        16    -857.3    -555.6
         1        25    -226.3      -503
        20        14    -470.1    -864.9
         5        14     441.2    -922.1
        13        24    -793.3     658.1
        21         6     139.6    -195.1
        11        14     367.1    -574.2
        22        17     141.1    -355.2
         9        14     389.4    -553.2
        15         7     -34.9    -100.3
        20         1    -616.4     352.3
        17         4    -140.9        24
         2        20     395.8    -911.5
        25        21    -728.2     477.7
        10         9    -368.6     319.6
        22        25     512.5    -615.9
         6        24    -436.9     284.3
         3        12    -268.6    -230.4
         6        12    -369.4      34.7
        10        23    -538.3     524.5
         8        14     348.9    -592.5
        20        18    -575.3     416.1
        19        15    -117.3      94.2
        19         1     203.4    -348.6
