         i         j       pij       pji
        12         4         0         0
        18        13         0         0
        15        20         0         0
        11        10         0         0
        12        17         0         0
        21        11         0         0
        16        22         0         0
         8         3         0         0
        19         6         0         0
        21         8         0         0
         7        16         0         0
        10         7         0         0
        10        14         0         0
        11        24         0         0
        14         6         0         0
         2        18         0         0
         8        20         0         0
         2         1         0         0
         5        13         0         0
         2         4         0         0
         2        25         0         0
         9        10         0         0
        23        10         0         0
