         i         j       pij       pji
         8        21      -226    -502.8
         6        21         0         0
         2        15    -677.8   -100000
        21         1       -10       -10
         4        22    -374.3     326.7
        20        18         0         0
         5        14    -848.3     128.6
        17        14       -10       -10
         3        19     426.5    -583.8
         5        12       -10       -10
         4         8    -348.9   -100000
        20        24         0         0
         3        20       -10       -10
        20         2         0         0
        24        21         0         0
         3        25     323.2   -100000
        10         3    -158.9   -100000
         5         7       -10       -10
         9         5       420    -510.8
         9         1       -10       -10
        13         6    -198.4     185.5
        14        23    -547.5     454.7
        10        16    -482.9   -100000
        11        21       229    -252.7
