         i         j       pij       pji
        12         9     192.2    -324.2
         8        21         0         0
        16        23      -283   -100000
         2        22         0         0
        14         5       -10       -10
        13        22       -10       -10
         1        16    -656.8     506.8
        22        16       -10       -10
         5        12       -10       -10
        15         8     171.4   -100000
         5         1     474.6    -577.1
        19         6      11.9   -100000
        11        17     825.6   -100000
        21        22         0         0
         6        23         0         0
        18         7       -10       -10
         7        24     275.9      -370
        10         1       171    -288.4
        13        11    -285.9   -100000
        24         2    -359.7   -100000
        20        14    -383.8     312.7
        13        25       -10       -10
         9         4       -10       -10
         1         3    -275.4   -100000
