         i         j       pij       pji
        26        34       -10       -10
        48        94     -62.3     -16.2
        81         2     152.8   -100000
        90        98       4.8   -100000
        89        98         0         0
        92        40         0         0
        65        25         0         0
        23        51     126.4   -100000
         8        98         0         0
        42        58      65.5   -100000
         8        20     -44.4   -100000
        22        16         0         0
        63        13      25.6   -100000
        53        86     -42.5   -100000
        78        40         0         0
         2        18         0         0
        52        22    -159.9   -100000
        20         2      -2.8     -55.4
        91        36     119.7   -100000
        24        91     -13.7   -100000
         6        86     141.9   -100000
        91        48     109.3    -142.1
         6        95         0         0
        76        77      57.9   -100000
        32        41         0         0
        85        45    -144.2      72.9
        84        53     -30.5   -100000
        43        19     -75.8   -100000
        57        95    -168.6        22
        22        33    -100.2   -100000
        27        97    -123.4       3.9
         3        39       -37   -100000
        23        64     -24.3   -100000
         2         1       -10       -10
        47        60       -10       -10
        66        44     -64.9     -50.1
         7        68     147.6   -100000
       100        55     -64.2      12.3
        65        84     -71.3      65.1
        45        63       -10       -10
         2        65      -9.7   -100000
        11        19     113.3   -100000
        62        65       109    -121.1
        16        88       -87   -100000
        43        61     -84.9   -100000
        26        80       -10       -10
        45         1     132.2   -100000
        97        85       -10       -10
        99        60      38.7    -100.2
        39        83       -10       -10
        61         3       -10       -10
        63        69       -10       -10
        75        65     102.9    -108.2
        83        96    -150.5      -138
        45        40         0         0
        71        54         0         0
        41        22     -53.1   -100000
         7        76      56.6   -100000
        38         2        70    -108.2
         7        16       -10       -10
        89        12         0         0
         4        36     -28.7     -29.7
        35         3    -100.1      23.4
        33        85         0         0
        34        31         0         0
         3        38         0         0
        52        26         0         0
        95        82       -10       -10
        59        31       -10       -10
        16        56         0         0
        87        60       -10       -10
         3         9         0         0
        72        80      89.2   -100000
        53        21     -71.4     -65.5
        23        92     -26.9      25.7
        11        37       -10       -10
        97        48     -26.3     -29.4
         2        99     -99.1      88.8
        73        22       -10       -10
        96        66    -191.5    -133.3
        67        77      99.2   -100000
        75        28         0         0
         5        46       -10       -10
        78        70      54.7   -100000
        49        51       -10       -10
        83        29         0         0
        33        30    -125.6      84.2
       100        46    -105.1       0.8
        54         6     -67.3      15.8
        61        14       -10       -10
       100        62    -147.7     130.3
        93        67      -0.8   -100000
        70        10    -101.1   -100000
        42        38       0.9   -100000
        50         5         0         0
        79        10     -62.5     -16.3
        17         9         0         0
        21        15       -10       -10
        87        74      63.3   -100000
