         i         j       pij       pji
        43        23    -495.7     167.2
        11        23      38.9   -100000
         2         7     372.9      -421
        22        17     460.2      -499
        37        18    -658.6   -100000
        50        11       -10       -10
        16        30         0         0
        43        49         0         0
         3        48         0         0
        12         8    -290.6    -284.2
         1         3      59.5   -100000
        41         3       -10       -10
        14         9       -10       -10
        43        37     145.1    -253.3
        27        25     768.4   -100000
        19         5         0         0
         4        12         0         0
         7        14       -10       -10
        16         5         0         0
        19        17     456.5   -100000
        31        36       -10       -10
         1        16         0         0
        16         8     263.1    -277.4
        33        40     267.8    -385.3
        28        42    -193.6    -149.4
         7         8         0         0
        20        26      59.9   -100000
        10         5    -445.9     418.6
        18        35     228.1    -365.9
         2        31     -14.8   -100000
         3        20         0         0
        29        34         0         0
        40        31       -10       -10
        40        37     431.2   -100000
        45        11       -10       -10
        42        38       -10       -10
        28         6       -10       -10
        18        15    -214.6   -100000
        47        39     135.1   -100000
        47        49     478.8      -511
        27        12     553.2    -599.2
         6         1    -185.9     159.7
        24        38      -580   -100000
        40        21    -202.2    -240.6
        44        10     287.3    -326.1
        34        28         0         0
        32        17       -10       -10
        43        13     100.2   -100000
         4        46         0         0
