         i         j       pij       pji
         2        14     -69.4      61.6
         8        11      13.2     -76.3
         6        16      50.8     -69.8
         4        11      -1.1     -22.1
        25        13    -128.7    -135.7
         4         5       -96      15.5
        14        20      -2.5    -106.3
         1        17    -132.4     -95.1
         6        14      -9.3     -19.8
         2         7     -96.3      33.1
         6        13     -17.7     -16.9
        25        22      -5.7     -11.3
         6        21      16.4    -100.6
         1        22    -111.7      -0.9
         7        18     -59.4      42.7
         9        23     -93.6        73
        17         5     -30.8     -40.8
        15        25      55.5     -67.8
         3        17     -98.3     -27.8
        24        18     -28.5      16.2
        10        20       4.9     -23.1
        19         5       0.7     -39.3
         9        24     -32.2       5.2
        12        11     -23.6       4.4
