         i         j       pij       pji
       100        97       -77   -100000
        89        88     -13.8   -100000
        36        58     119.5   -100000
        37        12       5.2   -100000
        59        97     -97.7   -100000
        70         9     -17.3   -100000
        79        98      79.7   -100000
        45        24      -4.4   -100000
        27        32       2.9   -100000
         6        12      -1.2   -100000
        98        63    -142.9   -100000
        98        51      -154   -100000
        70        87     -22.9   -100000
        45        75      11.8   -100000
        69        86      72.3   -100000
        64        55      67.1   -100000
        23        33     -29.6   -100000
        28        29      43.5   -100000
        56         8     -28.3   -100000
        18        13        77   -100000
        52        10        49   -100000
        30        59     -48.5   -100000
        47        80     124.9   -100000
        73        24     -64.3   -100000
        10        92       -66   -100000
        95         7      74.8   -100000
        37        29        -6   -100000
        80         9     -80.8   -100000
        94        16     100.6   -100000
        43        85         6   -100000
         4        36    -119.9   -100000
        26        17      23.9   -100000
        51        15     -67.2   -100000
        14        87     -53.4   -100000
         4        48     -98.4   -100000
        78        43       0.2   -100000
         7        31    -142.4   -100000
        19        10      25.2   -100000
        60        55     -61.2   -100000
        60        97      64.4   -100000
        72       100     159.2   -100000
        93        78     -54.2   -100000
        72        80     130.2   -100000
        82        94     -52.3   -100000
        15        49      69.9   -100000
        91        26      34.3   -100000
        25        32     -24.7   -100000
        88        51     -61.8   -100000
        22        15     -44.7   -100000
        93        15    -117.1   -100000
        38        44     -23.4   -100000
         9        23     -31.3   -100000
        43        68      -9.7   -100000
         9        16      27.1   -100000
       100        76       -98   -100000
        55        15     -80.7   -100000
        19        77       165   -100000
        14         3      79.9   -100000
        58        69    -146.7   -100000
        95        12      68.8   -100000
        56        35      59.5   -100000
        98        54     -26.7   -100000
         6        70      39.2   -100000
        57        15     -71.3   -100000
        33        91     -51.5   -100000
        99        70      38.3   -100000
        75        10      17.8   -100000
        55        75     -67.7   -100000
        60        32      85.7   -100000
        87        18     -24.7   -100000
        73        41     -23.2   -100000
        84        47     -78.3   -100000
        41        61      -0.5   -100000
        50        34      13.9   -100000
         4         8     -69.5   -100000
        15        39      49.8   -100000
        20        65       7.1   -100000
        89        46      99.6   -100000
        28        42     -18.4   -100000
         2        14     -74.7   -100000
        21        45     -98.8   -100000
        39        81     -48.4   -100000
        93        62     -81.5   -100000
        93        50    -116.3   -100000
        44        41      63.1   -100000
         4        16       -11   -100000
        41        96       -36   -100000
        84        71     -28.3   -100000
         9        53         1   -100000
        48        11     -53.6   -100000
        90        32     107.1   -100000
        43        40       -68   -100000
        55         1      10.4   -100000
         5        27    -162.5   -100000
        16        66       9.5   -100000
        83        47    -109.5   -100000
        64        67       7.5   -100000
        31        74     142.7   -100000
        65        11     -43.1   -100000
