         i         j       pij       pji
        28         9         0         0
        45        37    -486.7     -54.4
        49        14    -422.1   -100000
        37        15      -189   -100000
        49        40    -732.9     695.2
        48         4       -90       -90
        12        37   -1048.2    -278.3
        21        33       -90       -90
         2        29     -23.4   -100000
        34        28       -90       -90
        15        32    -343.8   -100000
        17         2     -28.6    -118.2
        16        34      92.3    -140.6
         5        35         0         0
        46         1       -90       -90
        31         8       -90       -90
        32         2         0         0
        15        31       -90       -90
        41        34     390.7      -403
        12        21       -90       -90
        19        18       -90       -90
        49        48    -208.4     161.9
        46        11         0         0
        24        25      45.6      -145
        13        41       -90       -90
        36         8    -395.9     388.4
         9        39         0         0
        38        45       -90       -90
        24        21         0         0
        27        25       -45   -100000
         9        31    -227.7   -100000
        26        28         0         0
         3        24       -90       -90
        46        38         0         0
        30         1       -90       -90
        10         2    -313.6     296.4
         8        40         0         0
        23        33    -650.4     611.5
        47        49     -14.4   -100000
         1        50       -90       -90
        43        11     465.7   -100000
        35        40         0         0
         9        18    -346.7     335.9
         2        20         0         0
         7        32     -1018       682
        42        20       -90       -90
         6        21    -505.6     481.2
        19        44       -90       -90
        35        22     497.1    -576.2
