         i         j       pij       pji
         4        10    1518.9   -100000
         8        13      -506   -100000
        21         1   -2324.7   -100000
         4        25    1384.9   -100000
        15        24    -694.6   -100000
         4        23     438.4   -100000
        15        12    -545.6   -100000
         6        23    1135.2   -100000
        18        11     -33.8   -100000
         4        18    -705.3   -100000
        15         9     259.8   -100000
         3        22    -166.7   -100000
         5         8     958.1   -100000
         4         3   -1176.2   -100000
         2        19     811.8   -100000
         2        13     776.6   -100000
         9         2   -2553.3   -100000
         9         7   -2619.9   -100000
         6         2     -88.8   -100000
        16         8     535.2   -100000
        17         9     412.8   -100000
        21        17     701.9   -100000
        20         2   -2698.7   -100000
        25        14     489.4   -100000
