         i         j       pij       pji
        75        27      46.2   -100000
        29        13      38.6   -100000
        95        85      43.8   -100000
        83        66      72.6   -100000
        33        86     -39.6   -100000
         7        42      -0.8   -100000
        62        11      48.3   -100000
        60        82    -142.2   -100000
        82        31     -31.1   -100000
        33        76       -10   -100000
        52        50      54.1   -100000
        46        31     -65.6   -100000
        32        77       -65   -100000
        98        60     127.7   -100000
         6        44     -37.8   -100000
        85        51     -34.4   -100000
        77        64      14.9   -100000
         8        24       105   -100000
        26         5     -68.7   -100000
        15        89       5.2   -100000
        20        92       -78   -100000
         4        37      33.1   -100000
       100        68      31.8   -100000
        32        17      11.9   -100000
        30        23      53.2   -100000
        65         7      89.4   -100000
        41        35      53.8   -100000
        32        42      26.5   -100000
         5        67        47   -100000
         7        34      30.5   -100000
        37        53     -49.4   -100000
        69         8      41.6   -100000
        30        59       7.3   -100000
        20        91      82.9   -100000
        69        72      76.9   -100000
        62        36      -3.2   -100000
         8        28      36.5   -100000
        66        60     -27.9   -100000
        47        64      72.1   -100000
        36        22     -32.3   -100000
        61        11      18.1   -100000
        29        79     -20.1   -100000
        33        60     128.8   -100000
        56        80    -103.3   -100000
        96       100      -8.8   -100000
        57        13     -16.5   -100000
        77        21       -17   -100000
        53        74     128.8   -100000
        68        88      -9.1   -100000
        33        51      63.2   -100000
        13        81       3.9   -100000
        46        41     -23.6   -100000
        53        72      23.3   -100000
        48        71    -116.8   -100000
        57        84      75.8   -100000
        33        56      60.7   -100000
        63        41      60.9   -100000
        88        77     -30.4   -100000
        28        49     -17.4   -100000
        14        81     -12.6   -100000
        52        45     101.9   -100000
        97        42       0.4   -100000
        64        95     -94.4   -100000
        38        94      54.3   -100000
        42        50     -24.2   -100000
        12        34      45.3   -100000
        75        48     109.5   -100000
         3        28     -12.1   -100000
        51        55      29.3   -100000
        83        84      80.9   -100000
        27        93    -102.3   -100000
        69        43     133.8   -100000
        80         8    -117.6   -100000
        74        58    -123.1   -100000
        73        60     119.6   -100000
        99        53     -64.3   -100000
        44         3      -1.8   -100000
        23        37     -30.5   -100000
        54        63     -77.1   -100000
        97        75     -82.1   -100000
         5        84     116.2   -100000
        70        52     -35.9   -100000
         3        89      75.7   -100000
        38         6     -15.4   -100000
        76         2     -61.5   -100000
        79         1       109   -100000
        19        36     -56.4   -100000
        90        37        27   -100000
        27         9     -40.8   -100000
        56        25     -12.4   -100000
        22        26      48.5   -100000
        87        89      65.4   -100000
        48        78     -14.3   -100000
        75        91     151.6   -100000
        30        40      48.3   -100000
        27        18     -81.3   -100000
        16        36      28.1   -100000
        39        51     -67.4   -100000
        86        10      82.6   -100000
