         i         j       pij       pji
        56        51     -57.4        34
        73        49      42.9     -49.6
        73        63       -45      26.9
        60        79     -83.2      43.2
        11         8       6.2     -25.5
        61        76     -12.6     -21.1
         4        71       -69      57.2
        91        31     -63.9    -114.4
        81        93      65.4     -89.3
        42        41      46.9     -78.1
        55        70      63.3       -64
       100        41    -101.8      84.6
        48        17     -17.5    -117.9
        93        79     -72.3      70.6
         2        13     114.1    -144.7
        95        90     -82.3       5.8
        82        33     -70.6      68.6
        25        64     -74.3      65.1
        86         8      22.9     -24.4
       100        79     -83.5      83.1
        48        36     -89.8        89
        67        23     -28.3        -4
        87        20       8.8     -21.1
         9        48      32.7     -43.3
        33        39      -7.4     -13.4
         2        52     -26.5    -155.8
        12        33     -85.7        77
        63        22      35.9       -59
        58        68     -75.7      42.8
        42        43      93.6    -124.1
        62         1     -37.1     -10.8
         1        69      -0.4     -17.9
         7        76       9.7       -29
        79        77      73.2     -74.1
        61        22      43.2     -46.2
        43        62     -68.9      45.6
        81        89      64.1     -89.4
        32        17       0.4       -26
        70        62      -136     114.3
        82        30     -53.9      50.5
        57        42     -86.6      43.6
        18        45     -73.7        40
        66        29     -48.8        48
        12        74      30.3     -35.3
        47        60     121.6    -135.6
        57        76     -25.8       2.1
        45        41      29.7     -58.5
        80        60     -32.2      31.1
        46        61     -58.4      39.1
        91        89      26.5    -141.8
        31        12     -19.2     -52.3
        50        14    -112.4      80.7
        13        75    -134.5      57.2
        49        29       -57      55.5
        78        44     -50.8      50.2
        22         8      -6.2       3.5
        82        72      45.9     -52.8
        78        96         8     -55.1
         6        46      17.9     -35.8
        54        23     -67.1      48.4
        46        98     -46.1     -72.6
         1        95      75.8     -90.1
        15        27     -41.8      14.5
        23         4      71.3     -75.9
        38        32      71.8     -79.4
        79        35      47.8     -55.9
        32        22     -46.3      39.4
        44        62     -12.5      -7.5
        51        12      35.8     -37.8
        26        98     -34.4    -141.4
         3        64     -11.3     -46.1
        40        18     -16.7        11
        87        75      -3.7      -4.9
        85        90      -110      56.1
        53        48        16     -61.5
        78        92       -95        66
        14        98      30.8    -151.3
        36        54        83     -89.6
        51        58      88.4     -95.2
        49        84     -24.6       2.9
        23        94     -50.6     -29.5
         8        83     -39.5      -1.6
        62        37     -16.9    -111.6
        13        48     -47.1      20.5
        94         5        19    -129.7
        10        91     -42.3       2.3
        65        33     -28.5       3.6
        21        49     -52.5     -41.3
        92        28      12.7     -17.4
        21        19    -101.9        27
        69        24      96.8    -121.4
         3        73      10.1     -23.6
        27        39      -4.9       -31
        59        20     -47.7     -13.7
        99        32      54.7       -87
        34        36     -84.2      45.1
        88        15     -22.6      -4.6
        16        18      -2.5       1.6
        97        10     -25.4      23.7
