         i         j       pij       pji
        13         7     -47.6   -100000
         7         5         0         0
        22        21         0         0
         1         9       -10       -10
        18         8       -10       -10
        23        14       -10       -10
        15         4      53.3     -54.7
        11        18       2.9     -40.2
         7        19     -36.8   -100000
        16        18         0         0
         6        18     -29.7      14.6
        22         3         0         0
         5         2       -10       -10
        13        10     -28.5   -100000
        20        13       -10       -10
        19        14     -23.9   -100000
        20         1       -10       -10
        25        18     -87.1      65.2
         8         1      18.1   -100000
         3         4      42.9   -100000
         5         3         0         0
        24        13     -33.7      25.8
         6        12         0         0
        17        25       -10       -10
