         i         j       pij       pji
        19        31    -137.4      60.8
        38        47     399.9    -514.3
        46         5    -510.9     369.3
        26        31    -470.3     423.1
         4        16    -261.1       204
        31         2     600.6    -637.6
        44        26     228.2    -286.1
        33        30     381.6    -398.1
        26        30      -223     148.7
        31        20    -195.2     179.5
         8        43    -294.9     221.5
        10         4     314.4    -375.4
        25        37       157    -183.3
        33        49     999.2   -1031.3
        48         9    -108.5     -50.9
        38        10    -165.5      90.7
        39        31    -435.2     343.6
        50        42    -809.8     694.2
        35        40     -46.3     -73.5
        45         2     261.7    -323.7
        40         5    -234.6     181.1
         3        40     160.3    -238.6
        48        46    -267.5     137.9
         5        39     546.4    -557.7
        19        25      -108     100.1
        18         4     451.1    -559.1
        45        27    -322.8     243.1
         8        20    -311.3     198.9
        41        24     -54.3      25.5
        22        46    -465.2       449
        18        19      39.9       -90
        28        21     374.7    -401.7
        21        38      -485       445
        23        43    -707.3     659.6
        17        16     378.7    -389.9
         4        15      -322     318.7
        16        11     -68.6      25.6
        34        12    -134.7      28.1
         1        30    -533.2     419.2
         4         7    -563.6     560.9
        43        34     778.5    -796.2
        40        50     512.8      -651
        13        25     158.7    -177.3
         2        32    -810.5     768.8
        41        22     726.4    -758.5
        29        13    -348.8     324.4
        34        14    -260.2     248.3
        22        36    -220.7     219.5
         6        32    -643.8     574.4
