         i         j       pij       pji
        67        24       -10       -10
        69        74       -10       -10
        40        11       -10       -10
        89        86       -10       -10
        97        26       -10       -10
        50         1       -10       -10
        40        71       -10       -10
        25        52       -10       -10
        60        31       -10       -10
         3        80       -10       -10
        38        36       -10       -10
        48         3       -10       -10
        31        14       -10       -10
        27        44       -10       -10
        45        47       -10       -10
        89        11       -10       -10
        70        57       -10       -10
        84        62       -10       -10
        68        72       -10       -10
        99        16       -10       -10
        50        49       -10       -10
        16        89       -10       -10
        71        93       -10       -10
        93        83       -10       -10
        23        95       -10       -10
        14        61       -10       -10
        63        13       -10       -10
        26        41       -10       -10
         8        71       -10       -10
        39        96       -10       -10
        81         8       -10       -10
        53        17       -10       -10
        69        72       -10       -10
        88        20       -10       -10
        87        37       -10       -10
        68        54       -10       -10
        26        90       -10       -10
        98        18       -10       -10
        72        21       -10       -10
        64        85       -10       -10
        33        46       -10       -10
        98        47       -10       -10
        10        23       -10       -10
        39        18       -10       -10
        93        77       -10       -10
        13        26       -10       -10
        84        17       -10       -10
        42         5       -10       -10
        40        29       -10       -10
        24        78       -10       -10
        18        43       -10       -10
        84        95       -10       -10
        32        81       -10       -10
        64         4       -10       -10
        53        27       -10       -10
        40        85       -10       -10
        25        37       -10       -10
        12        21       -10       -10
         3         4       -10       -10
        97        68       -10       -10
        29        33       -10       -10
        36        22       -10       -10
        37        28       -10       -10
        51        12       -10       -10
         5        20       -10       -10
        54        40       -10       -10
        14        37       -10       -10
        73        77       -10       -10
        40        25       -10       -10
        55        32       -10       -10
        62        79       -10       -10
        20        44       -10       -10
        17        31       -10       -10
        17        19       -10       -10
        35        65       -10       -10
        38        15       -10       -10
        53        39       -10       -10
        96         9       -10       -10
        58         1       -10       -10
        49        23       -10       -10
        38        73       -10       -10
         6        52       -10       -10
        63        35       -10       -10
        67        49       -10       -10
        26        92       -10       -10
        57        86       -10       -10
        21        82       -10       -10
        76        16       -10       -10
        98        56       -10       -10
       100        46       -10       -10
        59         6       -10       -10
        94        23       -10       -10
        86        66       -10       -10
         7        49       -10       -10
         2         6       -10       -10
        79        91       -10       -10
        18        34       -10       -10
        58        30       -10       -10
        75        54       -10       -10
