         i         j       pij       pji
        15        20     138.3   -100000
        24        11        88   -100000
        23        18    -107.6   -100000
        19        17     -21.4   -100000
         5         9      -2.2   -100000
        13        20      42.2   -100000
        19        11      83.5   -100000
         7         2    -113.8   -100000
         2         3      21.6   -100000
         1         5    -124.1   -100000
        25        22      -7.4   -100000
         8        22      75.3   -100000
         9        21       -28   -100000
         5        15     -21.9   -100000
        12        21      11.2   -100000
         9        11      79.8   -100000
        19         4      70.6   -100000
         5        10      38.8   -100000
        22        20      25.3   -100000
        18         6     -74.1   -100000
        14         6     -72.2   -100000
         5         2      10.2   -100000
        15        18      23.9   -100000
         3        16      42.5   -100000
