         i         j       pij       pji
        64        87      36.4     -39.2
         2        20        55   -100000
        79        57        12   -100000
        38        33     -48.4   -100000
        86         3       -10       -10
        53        84      23.2   -100000
        80         8     -87.2      86.8
        62        90      61.6   -100000
         9         8       1.7   -100000
        64        20        97   -100000
        27        85         0         0
        53        41       -10       -10
        91        36    -141.6   -100000
        77        53       -70      66.4
        88        24      68.5     -81.6
        80        11    -140.5     130.2
        14        45         0         0
        18        38         0         0
         9        73     -19.5   -100000
        49        84       2.2      -2.3
        69        60      96.1   -100000
        16         2     -13.1      12.1
        62         3      60.6   -100000
        60        80      21.2     -29.5
        48        74         0         0
         1         4         0         0
        48        13         0         0
        85        99       4.9   -100000
        79        18       -10       -10
        81        64     -49.6   -100000
       100        46     -67.3      44.5
        63        79      28.1     -41.7
        43        50         0         0
        21        11       -10       -10
        62        69         0         0
        92        37     131.1   -100000
        86        41         0         0
        39        64         0         0
        51        85       -10       -10
        73        59       -10       -10
        67        85         0         0
         3        75     -38.3   -100000
        25        66         0         0
        47         9      52.7   -100000
        88         6         0         0
        34        97         0         0
        24        43     -23.6   -100000
        99         3       -10       -10
        62        81      41.4     -45.2
        81        79         0         0
        74        87     -74.6      68.6
        53        19         0         0
        91        44    -109.2      80.3
        93        47    -161.7   -100000
        16        71         0         0
        96        50       5.4   -100000
        21        72       -10       -10
        89         4       -10       -10
        14        49      63.8   -100000
        15        61       3.9     -21.2
        61        79       -10       -10
        43        54      -6.7   -100000
        77        44      -101   -100000
        32        99     -58.1      36.4
        69        29      24.7   -100000
        88        86       -10       -10
         2        35      94.2   -100000
         8        10         0         0
        46        41       -10       -10
        30        22         0         0
        95        75      16.7     -56.9
        21        70     116.6    -141.9
        94        92     -86.9        80
        25        69    -102.5     102.3
        16        98         0         0
        52        39       -10       -10
        86         7       -10       -10
        23        30         0         0
        68        65      -159     110.9
        94        35      46.9   -100000
        55         9     -46.3      39.1
         5        97      50.8     -94.6
        45        76      27.2     -60.9
        32        42       -93      78.1
        31        38         0         0
        35        97     -36.7   -100000
        68        43       -22   -100000
        28        13      92.6   -100000
        78        16       -39      24.6
        48        12     -92.5        73
        26        50         0         0
        56        77       -10       -10
        82        87      40.1   -100000
        17        93       -10       -10
        84        58      26.7     -59.2
        12        22         0         0
        44        83         0         0
        88        40       -10       -10
         1        83     -98.7      95.8
