         i         j       pij       pji
        26        88    -169.9   -100000
        45         3     -54.9      -439
        95        61     102.6   -100000
        94        82    -330.3   -100000
        80        76       -10       -10
        54        97    -111.4   -100000
         8        38     158.9   -100000
        70        86         0         0
        14        40       -10       -10
        65        55    -131.2    -558.7
        85        23     169.5   -100000
        56        95    -252.3     145.3
        76        45    -232.9      88.5
        11        16       -10       -10
        45        50     273.3   -100000
        88        71       -10       -10
        27        70    -182.5   -100000
        16        53         0         0
        31        56     346.6   -100000
        45        29       -10       -10
        12        40         0         0
        13       100       -10       -10
       100        70    -509.7   -100000
        92        81    -186.7   -100000
         5        78     197.4   -100000
         9        19     128.3   -100000
        18        15       -10       -10
       100        11       -10       -10
        45        22     222.3   -100000
        88        86       -10       -10
        73        64     163.3   -100000
        74        92         0         0
        52         7         0         0
        12        25     213.2   -100000
        19        18         0         0
        78        70         0         0
        64        42    -230.6   -100000
        64        65         0         0
        37         9      -452   -100000
        15        82    -314.1     235.9
        51        71     -92.2     -43.5
        99        52       -10       -10
        45        15     159.8    -171.7
        77        92    -186.5   -100000
         6        67         0         0
         8         9     -37.3   -100000
        32        15    -375.8   -100000
        14        73         0         0
        10        87       -10       -10
        91         1       -10       -10
        83        30       -10       -10
        89        96    -133.8   -100000
        18        53       -10       -10
        96         1      70.2    -243.9
        37        34    -148.2   -100000
        86        66     311.9    -402.7
        54        11      -371       213
        12        46     231.2   -100000
        77        55         0         0
        95        45      56.9   -100000
        10        88    -107.4      89.1
        70        33       -10       -10
        81        78     -80.2      35.8
        28        63         0         0
        90        64     -94.8     -53.9
        45        99         0         0
        84        93       -10       -10
        35        18       -10       -10
        18        59         0         0
        60        79    -606.3     507.4
        53        84       -10       -10
        62        68         0         0
        48        37    -193.3     118.6
        96        76    -262.8   -100000
        32         2    -510.7   -100000
        24        81      -420     204.6
        62        58         0         0
         2         6     134.2      -149
        66        20     -29.4   -100000
        43        57         0         0
        69        52     -90.3   -100000
        83        98       -10       -10
        95        79     133.8    -134.5
        72        15     190.3    -312.4
        28        43     524.6   -100000
        18        17     139.9   -100000
        52        21         0         0
        41        35        54    -164.7
        39        76         0         0
        85        67     -25.3   -100000
        75        58     192.6    -349.4
        73        63    -216.2   -100000
        44        92     468.8    -592.2
        68        97         0         0
        47        14       -10       -10
        36        62       -33    -493.4
        88        49     158.5   -100000
        83       100     115.3    -306.2
        23         4     109.2   -100000
