         i         j       pij       pji
        17        12       107   -100000
         3        21       -10       -10
         6         7         0         0
         5        20       -10       -10
        13        19    -100.1      65.5
        12        14         0         0
        21        23       -56     -35.1
        13        24    -114.2      89.5
        15         6         0         0
         4        22       -10       -10
        11        16       -10       -10
        23         9         0         0
        24        16     -13.1       -36
        10        21       -10       -10
        14        11    -132.7   -100000
         1        25       -10       -10
         3        16       -10       -10
        20         4         0         0
        18        21     -14.6   -100000
         2        11     -53.2      -1.5
        25        12     -25.4        -7
         2        22       5.2      -9.8
         8        18         0         0
        23        15      -5.7   -100000
