         i         j       pij       pji
         6         9       -90       -90
        23         9       -90       -90
         7        18       -90       -90
        18        17       -90       -90
        18        24       -90       -90
        22         2       -90       -90
         6        14       -90       -90
        13        18       -90       -90
         4         2       -90       -90
        13        25       -90       -90
        15        11       -90       -90
        19        15       -90       -90
         4         6       -90       -90
         7        19       -90       -90
        19        10       -90       -90
        10        16       -90       -90
         2         1       -90       -90
        10         8       -90       -90
         7         3       -90       -90
        20        13       -90       -90
        22        21       -90       -90
        24         5       -90       -90
        14        12       -90       -90
        14        11       -90       -90
