         i         j       pij       pji
        11        17    -489.9     333.9
         1        14      -550   -100000
         7        12    2361.5   -2730.7
        19         5    2861.4   -100000
        14         3         0         0
        10        19   -2883.3    2470.5
        25        14       -90       -90
        13        18         0         0
         5        20         0         0
        25        24         0         0
        20        11    -263.4   -100000
        23         1         0         0
        14        16         0         0
        11        21         0         0
         5         2       -90       -90
        12        14         0         0
        18        25         0         0
        21         8       -90       -90
         9        18       -90       -90
         9        22   -2594.4   -100000
         3        15       -90       -90
         6        25      1906   -1914.7
        14        17         0         0
         4        15       938   -1095.3
