         i         j       pij       pji
        26        38    -669.8     364.6
         5        44    -572.9      49.9
        49        20     145.5    -438.9
         2        33      -860    -579.4
         2        19     519.8    -551.1
        45         3    -640.3    -820.1
        11        24     299.8    -461.3
        17        21    -333.4     332.8
         3        49    -622.8        89
        47        11     -20.1      -283
        20        12    -205.5    -318.6
         1         3    -290.3    -912.4
        15        36     -17.2    -441.8
        32        25     624.6    -818.8
        24        34    -569.7    -241.1
         4        26     114.7    -246.2
        26        19    -402.7     210.1
        31         8    -413.5    -173.3
        20        41      -9.5    -701.2
        46        14    -553.9     534.5
        26        35    -295.6       -97
        11        42     276.6    -696.9
        34         3    -143.8    -433.1
         8        47    -190.1     107.1
        18        42    -258.2     146.2
        44        32    -105.7      31.3
        10        31      -356    -629.3
        17        47    -503.2      96.9
        40        45     788.5    -819.1
        47        44    -110.6     100.1
        40        29     196.5    -671.5
        21        27    -389.2      18.2
        10        23      89.8    -261.1
        21        13     232.6    -410.7
        14        12     334.3    -782.7
         9        15    -247.6     243.4
        15        49         9     -81.7
         3        50    -754.8    -114.4
        14        30      26.7    -338.8
        26        28    -455.9     429.2
        30        16    -299.3      15.7
        13         2      -651     493.2
        33         6    -323.5       214
        18         7      -849      97.1
        12        39    -929.8     482.8
        37         4     211.1    -316.6
        37        22    -418.4       0.5
        48        44      50.7     -58.8
        47        43     207.6    -330.6
