         i         j       pij       pji
        40        29     137.7   -100000
        10        16       -90       -90
         2        30    -374.2     360.7
        11        16         0         0
         6        14       -90       -90
        36        43    -686.6     640.3
        41        44     161.1   -100000
        18        25         0         0
        10        32    -297.9   -100000
        13        32       -90       -90
        43        20     -44.6     -12.8
        10        37       -90       -90
        12        11    -245.2     187.8
        24        33         0         0
         4        34         0         0
         9        28       -90       -90
         3        29     329.2   -100000
        46        14       -90       -90
         7        13    -151.7     133.1
        28         3    -486.7   -100000
        34        36       -93   -100000
        43        42         0         0
        20        46     427.3    -469.7
        18         7         0         0
        34        33    -668.9   -100000
        26        35      -288   -100000
         6        39         0         0
        42         3         0         0
        10        49     631.1   -100000
        50         1       -90       -90
         2        50         0         0
        18        19       -90       -90
         8        44      52.8   -100000
        46        45      65.5    -109.2
        17        15     236.9    -287.5
        48        33    -600.5     550.7
        35         7    -118.8     110.7
        22        27    -610.2     581.2
        17        13       -90       -90
        12         6       -90       -90
        32        47     994.2   -1034.6
         8         6       304    -318.9
        18        31       -90       -90
        12         5    -675.7   -100000
        27        19         0         0
         2        38    -319.7   -100000
        30        16         0         0
        21         1         0         0
         4        23         0         0
