         i         j       pij       pji
        39        46     113.6   -100000
        50        33     -59.3   -100000
        22        16     -37.2   -100000
        39        17     125.7   -100000
        26         4       9.4   -100000
        29        31     -41.9   -100000
        39         4      89.2   -100000
        38        33        21   -100000
        10        11     -11.1   -100000
        48         6     -76.3   -100000
        38        45      -1.7   -100000
        20         8        -3   -100000
        37         8       -34   -100000
         6        29      21.9   -100000
        16         6     -15.8   -100000
        41        34      66.4   -100000
         2        22      49.7   -100000
        48        11     -47.9   -100000
        47        23      45.5   -100000
        48        20       -17   -100000
         8         7        -7   -100000
        17        29     -77.7   -100000
        47        17     128.5   -100000
        19        24      24.6   -100000
        48        40     -41.9   -100000
        33        21      11.4   -100000
        33        31     -15.3   -100000
        31         3      53.4   -100000
        28        25     144.4   -100000
        35        33     -91.7   -100000
         1        11     -82.3   -100000
        49        30     -39.5   -100000
        12        17       114   -100000
        24        49     -29.6   -100000
        10        42     -24.6   -100000
        27         3      86.4   -100000
         1        49     -70.3   -100000
        34         6     -67.7   -100000
        24        25      52.5   -100000
        13         7     -26.6   -100000
        27        15      87.3   -100000
        30        43      16.2   -100000
         5        20      79.1   -100000
        21         9      11.3   -100000
        44        45     -41.9   -100000
        14        11      -2.4   -100000
        32         5    -132.3   -100000
         8        18     -30.1   -100000
        36        50      43.1   -100000
