         i         j       pij       pji
        30        11    -213.5   -100000
        40        25     113.1   -100000
        27        32     133.4   -100000
        28        13    -293.6   -100000
        14        42    -305.3   -100000
        46         6     521.9   -100000
        45        42    -415.6   -100000
        21        50    -211.6   -100000
        24        13      83.9   -100000
        41        40     103.5   -100000
        10        19       132   -100000
        27         8    -108.3   -100000
        21        34      88.6   -100000
        15        14      57.6   -100000
        14        29    -160.2   -100000
        47        24    -894.3   -100000
        38        18      -474   -100000
        20        40     115.7   -100000
        26        14      -426   -100000
        40         6     575.2   -100000
        20        17        92   -100000
        10        44     -54.7   -100000
        25        14     283.9   -100000
        24        30     430.8   -100000
        35        43    -296.8   -100000
        39        42    -150.3   -100000
        49        29    -552.3   -100000
        49        50    -328.4   -100000
         3        26     481.4   -100000
        17        23     671.3   -100000
        34        22     148.9   -100000
         5        45     158.5   -100000
        39        31    -257.1   -100000
         3        19     368.7   -100000
        37        48     200.7   -100000
         7        11     339.8   -100000
        35        46    -109.4   -100000
        28         1     727.7   -100000
         6        18    -525.7   -100000
        25        28       139   -100000
        33        10     113.3   -100000
         2        39    -231.3   -100000
        32        31     -73.3   -100000
        29        12     394.2   -100000
         7        48     667.6   -100000
        36        17    -375.1   -100000
        31        16     243.2   -100000
        26         4     104.6   -100000
         9         1     446.1   -100000
