         i         j       pij       pji
        21        13    1217.3   -1416.6
         3        19      2082     -2222
         2        24   -2925.3    1281.5
        14         4   -1701.4      -7.2
        22        15     -50.3   -1811.3
        23        25     710.3    -819.6
        16        11     848.5    -949.5
         4        13    1118.8   -1151.8
        25        20   -1820.9    -468.2
        13        25     -60.7     -16.2
        19        13    -373.7    -108.8
        22         6    -148.8      47.7
         6         2     751.3   -2518.3
        15        21   -1191.2     884.4
        17        15    -751.8      83.1
        10         3   -1078.2    -172.9
        18        24   -2428.9     577.5
        14         8     895.1   -1376.6
        11         1     -34.2    -548.1
        16        12   -1212.9   -1484.4
         8        16   -1210.3    1108.9
         5         7     283.7     -1194
        23         5     -1608    1240.9
         6         9     621.2   -2360.1
