         i         j       pij       pji
        36        26         0         0
        21        25         0         0
         2        14         0         0
        12        30         0         0
        33         7         0         0
        50        36         0         0
         3        39         0         0
        22        37         0         0
         1         6         0         0
        31        36         0         0
        24        22         0         0
         2         5         0         0
        34        33         0         0
        29        48         0         0
        21         9         0         0
         8        10         0         0
        39        50         0         0
        16        46         0         0
        30        48         0         0
        41        42         0         0
        43        11         0         0
        13        17         0         0
        25        47         0         0
        35        49         0         0
         7        32         0         0
        18        23         0         0
        37        20         0         0
        16         5         0         0
        40        44         0         0
        19        40         0         0
        31         4         0         0
        15        45         0         0
