         i         j       pij       pji
        74        78       -28   -100000
        96        23       -10       -10
         1        24       -10       -10
        39        52       -10       -10
        16        48     -17.6   -100000
        22        51     -14.3       0.3
        11        27      30.8   -100000
        13        89       9.6   -100000
        67         8       -10       -10
        14        30        59   -100000
        51        64         0         0
        52        47         0         0
        99        53       -10       -10
        73         3         0         0
        20         1         0         0
        98        32     100.7   -100000
        47        38       -10       -10
         6        41         0         0
         8        56      37.9     -53.3
        75         6       -10       -10
        26        10      -5.3     -22.7
        44        69       -40       6.7
        95        72       -10       -10
        67        41      13.3     -29.1
        99         7       -10       -10
        39        83        72   -100000
         6        94       -10       -10
        33        51       6.2     -22.1
         6        55      29.2     -31.1
        86        32      62.7   -100000
        99        95         0         0
        18        73         0         0
        20        11     -91.8      85.6
        79        95         0         0
        48        19     -86.6   -100000
        82        19      32.4   -100000
        18        49       -10       -10
        90        86       -21   -100000
        60        77       -10       -10
        31        77         0         0
        56        93      32.7   -100000
        32        77         0         0
        89        97       -10       -10
        86        19       -10       -10
        34        89     -11.3     -98.1
        79        31      51.6   -100000
        61        15      12.5   -100000
        76        49         0         0
        46        19     -39.9   -100000
        89        25       -10       -10
        42        98         0         0
        20        80        71   -100000
        92        27      72.3   -100000
        86        88     -28.9         3
        25        82    -111.2   -100000
        43        45     -98.1   -100000
        87        75       -10       -10
        54        10         0         0
        26        41         0         0
        56        32         0         0
        91        92    -199.4      -1.7
        36        96      48.8     -51.5
        42        12     -22.2       4.7
        47        29         0         0
        59        20      11.7   -100000
        32        37     -56.6      18.7
        92        12      15.9     -20.4
        40        63     -75.3        66
        18         8       -10       -10
        70        50       -10       -10
        33        87      40.7   -100000
        54         2         0         0
        35        37     -58.9      37.6
        91        96         0         0
         9        88     -46.7        41
        65        63         0         0
        43        84       -10       -10
        74        13         0         0
        27        29     -18.5      18.3
        32        45    -113.1   -100000
        39        61       -10       -10
         3        66      31.6     -62.9
        55        21      28.6   -100000
        66         4       -10       -10
        68        10     -23.4   -100000
        81        40       -10       -10
        21         5         0         0
        52        63     -32.5      30.5
        90        50      72.6     -97.9
        58        90     -81.8   -100000
        34        17      78.3   -100000
       100        71      -142        86
        38        28     -13.6   -100000
        62        52      -2.5       0.5
        57        84      -3.7      -8.6
       100        53    -111.9   -100000
        73        44       -10       -10
        85        57      22.9   -100000
        30        16         0         0
