         i         j       pij       pji
         9        10         0         0
        19        47         0         0
        37        22         0         0
        17         7         0         0
        17        44         0         0
        22        11         0         0
        39        34         0         0
        29        34         0         0
        29        20         0         0
        31        41         0         0
        50         3         0         0
        36        33         0         0
         7        11         0         0
         2        21         0         0
         1        48         0         0
        49        12         0         0
        10        18         0         0
         8        46         0         0
        39        24         0         0
         5         7         0         0
        19        26         0         0
        19         8         0         0
         9        47         0         0
        43        40         0         0
        16        24         0         0
        30        17         0         0
        28        17         0         0
        50        34         0         0
        27         3         0         0
         6        30         0         0
         3         5         0         0
        41        12         0         0
        24        48         0         0
         9        12         0         0
        23        15         0         0
        36        43         0         0
        40         3         0         0
        20        45         0         0
        38        21         0         0
        28        15         0         0
        42        34         0         0
        35        26         0         0
        32        22         0         0
        13        14         0         0
         4        14         0         0
