         i         j       pij       pji
         6         3    -359.2     -93.9
        10         7      53.9     -87.8
        18        22     602.1    -655.7
        18         2    -148.7      -799
        20        14     583.3    -587.2
         2        23      73.7    -526.7
         4         5    -366.4    -254.3
        16         2      25.3     -66.2
         4        23     -38.5     -23.2
         4        19    -442.7     391.3
        15         9     161.9    -192.1
        12        10    -366.9        36
        12         3    -224.2    -296.2
        20        22     781.4    -786.9
        24        18      45.6     -58.6
        15        16     110.3      -131
         9        25    -387.9     334.5
         8        17    -223.9     191.2
         2         3    -259.8     161.6
         8         5     276.1    -717.9
        11        20    -452.6     442.9
        21        14    -235.8     173.8
        16         1       169    -613.3
        19        13    -302.1     301.9
