         i         j       pij       pji
         4        11    -315.1   -100000
         3        19         0         0
         9         5         0         0
        20        10     296.6    -329.3
        16        23     217.8    -264.2
         7         3       -90       -90
         1        19    -371.5      -233
         2        22       -90       -90
        23        25    -518.9     509.7
        18        23     490.9    -530.5
         6        20    -653.8       636
        19        11     207.7   -100000
        15        10         0         0
         8        12     -59.3   -100000
        15         1     281.8   -100000
         8         7       130   -100000
        23        14    -115.8   -100000
        20        24      61.9   -100000
        25        12         0         0
         9        22     257.4   -100000
        13        20     -22.6   -100000
         7        22     455.1    -497.2
        15        21     332.8   -100000
        24        17         0         0
