         i         j       pij       pji
        10         4     119.5    -164.5
        22        21    -464.5    -277.8
        24        19    -541.4     468.6
         6        15    -296.2     211.6
        10        11    -343.7     285.9
        21        12    -340.2    -318.5
         8         5      74.3     -99.8
         3         6    -201.8       3.4
        11        21    -164.1    -106.6
        18         3      -7.3    -323.4
        24         1    -740.3     524.8
        17         1    -828.2     746.7
        11        18      68.3     -85.8
         4         7    -177.5        48
        13         6    -243.9     205.3
        13        25      81.1    -168.6
        22        20     138.5    -212.8
        24        18    -420.8     419.8
        18         5      75.1     -83.3
        16         3     260.8    -425.1
         5         2    -417.9    -363.2
         1        23     141.9    -204.1
         9         4       232    -289.1
        14         9       280    -443.9
