         i         j       pij       pji
        17        27       -10       -10
        82        91       -10       -10
        83        73       -10       -10
        68        38       -10       -10
        78        28       -10       -10
        88        20       -10       -10
        41        26       -10       -10
        45        91       -10       -10
        11        53       -10       -10
        80        20       -10       -10
        49        96       -10       -10
        17        94       -10       -10
        69        49       -10       -10
         3        83       -10       -10
        27        45       -10       -10
        59        43       -10       -10
        23        92       -10       -10
        85         5       -10       -10
        65        52       -10       -10
        31        81       -10       -10
        62        24       -10       -10
         6        58       -10       -10
        14        69       -10       -10
        10        45       -10       -10
        88        11       -10       -10
        40        56       -10       -10
        56        60       -10       -10
         5        58       -10       -10
        43        31       -10       -10
        54        53       -10       -10
        45        62       -10       -10
        80        61       -10       -10
        13        73       -10       -10
         2        96       -10       -10
        53        15       -10       -10
        71        10       -10       -10
        73        36       -10       -10
        30        34       -10       -10
        80        69       -10       -10
        96        72       -10       -10
        25        51       -10       -10
        31        29       -10       -10
        60        25       -10       -10
        30        87       -10       -10
        48        19       -10       -10
        91        87       -10       -10
        60        95       -10       -10
        54        30       -10       -10
        57        26       -10       -10
        65        86       -10       -10
        59        96       -10       -10
        55         7       -10       -10
        67        31       -10       -10
        57        50       -10       -10
        26        21       -10       -10
        59        21       -10       -10
        91        65       -10       -10
        28        57       -10       -10
        18        28       -10       -10
        50        37       -10       -10
        75        11       -10       -10
        40         7       -10       -10
         8        18       -10       -10
        39        91       -10       -10
         1         9       -10       -10
        70        51       -10       -10
        45        79       -10       -10
         9        30       -10       -10
        98        83       -10       -10
        92        89       -10       -10
        38        20       -10       -10
        10        46       -10       -10
        76        37       -10       -10
        45        48       -10       -10
        80        35       -10       -10
        18        44       -10       -10
        60        58       -10       -10
        10        93       -10       -10
        12        79       -10       -10
        33        70       -10       -10
        96        23       -10       -10
        30        32       -10       -10
         1        90       -10       -10
        42        14       -10       -10
        58        97       -10       -10
        63         4       -10       -10
        22        38       -10       -10
        64        40       -10       -10
        56        63       -10       -10
        84        32       -10       -10
        26        47       -10       -10
        73        97       -10       -10
        66        19       -10       -10
        16        58       -10       -10
        68        99       -10       -10
        77        73       -10       -10
       100        33       -10       -10
         7        74       -10       -10
