         i         j       pij       pji
        81        99   -2708.2    2217.6
        89        93   -1717.9    1339.7
         6        27    -879.5    -204.5
         8        42    -826.8    -416.4
        36        63   -1266.5    1265.2
        10        11    -306.1    -125.2
        71         4    -864.5     523.5
        84        23    -291.7     -27.4
        73        92   -1785.8    1638.7
        84       100     -1058     620.2
        78        95   -2372.9    1417.3
        36         8    1406.5   -1876.3
        70        84     -1175     609.4
        94        49    -301.1    -725.3
         5        16    1076.4   -1331.9
        90        76   -1071.9     167.7
        67        98     717.8   -1260.3
        49        38     -71.4    -200.1
        32        23    1215.9     -1419
        82        95     -1569       930
        30         7     467.5   -1258.1
        55        33      -981       509
        48        12     -1272    1128.2
        39         6    -940.8     395.4
         3        29    -713.3     408.8
        18        51      10.8      -308
        26        96     800.6   -1881.8
        42        59   -1655.1    1418.9
        17        43     216.6    -604.3
        75        37     711.7    -813.8
        48        84   -1426.3    1165.4
        89        65    -824.5     711.4
        46         3   -1331.1    1086.1
        54        26     232.8    -841.3
        22        34     592.5   -1664.9
        45        46    -440.4    -369.3
        88        32   -1354.3      1273
        21        70    -981.3     780.7
         5        99    -166.6     166.2
        16        51     554.1    -578.9
         6        33    -378.6     143.2
        11        90      89.3    -229.8
        24        25    1828.7   -2670.9
        71        84    -893.5     256.2
        67        68     531.5     -1017
        37        60     439.8      -718
        11        16   -1318.6     945.5
        18        74   -1811.5    1800.1
        58        12     214.6    -897.7
         2        21    3197.8   -3217.6
        46        53   -1299.4    1090.4
        36        79    1294.2   -1656.5
        46         1   -1651.2    1645.9
        60        99   -1363.2    1343.6
        66        12    1384.8     -1560
        37        84     288.2    -990.1
        66        49     520.2      -831
        77        60   -1441.7       868
        79        60   -1264.3     787.6
        13       100     -1782    1452.3
        85        19      -6.6      -149
        40        72   -1037.2     878.8
         7        11    1256.3   -2259.6
         9        21     455.4    -482.8
        69        19    1345.2   -1765.8
        78        71   -1128.6       112
        25        21     401.2      -541
        91         5   -1365.4    1226.9
        21        35   -2538.1    2193.5
        50        65     -1482    1144.1
        91        83      66.6    -483.4
        59         3    -706.4     554.4
        85        52       316    -957.9
        61        87    2177.1   -2383.1
        69        20      -843     619.8
        54        32   -1038.9     546.8
         8        86   -1655.6    1625.1
        74        62     -15.2    -102.9
        64        47    1576.1   -1749.2
        22         8    2728.3   -3015.1
        94        55     -95.4    -308.4
         8        14   -1497.7       930
        46        97   -1624.6    1573.4
        92        75    -856.9       690
        58        52    1202.4   -1436.4
        41        58   -1826.1    1108.3
        17        88     -1072       704
        31        62    -863.1     559.8
        64        48    2191.3   -2743.7
        84        98    -716.6     546.8
        71        72   -1924.3    1478.2
        47        93   -2434.7      2299
        44        94   -1658.5    1266.7
        28        64     -1222     683.8
        87        74   -2571.5    2540.3
        15        76    -273.3    -362.6
        80        33   -2255.3    1707.9
        97        56     394.6    -834.8
        57        64   -1367.5     982.4
