         i         j       pij       pji
         8        59     403.3    -442.6
        70         4     233.4      -501
        38        88       4.3    -497.9
        44        11    -245.3     -55.2
        10        81      -2.5      -9.5
        34        35    -795.8     508.2
        58        13    -431.5      84.5
        58        78    -401.8     108.4
        36        65    -456.6     202.1
        20        99     277.7    -860.9
        38        61      -192    -219.2
        72        87      -441     181.2
        68        36      -171      97.3
        70        60    -163.4    -228.6
        72        18    -355.4       273
        47        55   -1037.2     628.6
        71        43    -412.3     295.5
        41        80     713.9    -761.7
        41        44     147.3    -325.8
        82        33    -440.7     385.3
        68        89      73.2    -144.2
        48        99     430.5      -436
        68        24    -773.7     697.1
        78        51     378.9    -441.6
        45        91      31.3     -70.4
        71        45       234    -282.8
        88        77    -220.3     -18.9
         9        25    -365.5     346.1
        13        75     634.7    -961.1
        25        31    -127.4    -176.2
        54        84     584.8    -617.2
        86        59     263.8    -509.8
         1        28    -227.8     123.4
        73        81    -177.9      51.4
         9        14    -204.4     145.3
        38         3    -340.5     221.1
        29         8    -396.8       0.8
        38        94    -245.7      20.4
        29         7    -251.5     237.4
        65        12     194.2    -357.1
        40        15     267.9    -335.1
        48        77        72    -113.9
        90         8    -206.6    -214.9
        10        16       259    -352.9
        23        46     -81.9     -35.2
        91        39    -304.7     286.7
        45        33    -692.7     474.5
        45        34       2.5      -225
       100        70    -550.4     190.4
        98        21     513.4    -995.9
        28        75     171.4    -480.4
        90        51     228.7    -272.4
        96        72     141.8    -311.6
        10        84     270.6    -342.7
        16        47     104.9    -404.7
        80        97    -562.2     504.9
        19        93     116.5    -122.7
        14        80     365.9    -496.5
        54        25     269.4    -332.3
        28        63    -446.2     431.8
        34        87    -662.4     600.8
        70        22     499.7      -516
        68        19    -330.7     258.5
        68        44    -438.8     172.6
        36         7    -608.8     412.2
        46        91      89.2     -89.5
        37        11       4.3    -161.2
        38        79      42.3    -473.9
        25         4       442    -498.3
        41        91     471.8    -495.9
        42        15     375.9    -413.4
       100        20    -722.2     690.7
        11        69     179.7    -647.2
        99        92    -545.9     522.7
        74        73    -182.6    -175.8
        76        19     189.3    -399.2
         8         2     526.7    -657.1
        42        86    -171.9    -214.5
        51        53    -137.2      99.1
        96        98     -22.8    -244.8
        80        57    -914.5     708.3
        95        29        29    -320.9
        14        67      -336     109.6
        73        50     272.9    -285.6
        17        21     748.7    -770.9
        28        26      50.1    -134.3
         6        38     -99.2      70.2
        56         1     195.8    -626.1
        14        49     378.6    -632.6
        66        71      -411     308.9
         3        32    -225.9    -161.2
         5        55    -175.1        96
        26        83    -500.2     340.3
        52        92    -579.6     510.8
         3        85     173.1    -697.4
        30        26     169.1      -520
        64        52     462.5    -520.4
        62        32      13.5    -247.2
        27        97     -17.6      -206
