         i         j       pij       pji
        54        73       -10       -10
        71        14       -10       -10
        37        52       -10       -10
        57         4       -10       -10
        16        52       -10       -10
        81        20       -10       -10
       100        85       -10       -10
        97        17       -10       -10
        79        33       -10       -10
        67        64       -10       -10
        66        62       -10       -10
         6        99       -10       -10
        48        79       -10       -10
        45        75       -10       -10
         7        50       -10       -10
       100        29       -10       -10
        63        36       -10       -10
        80        71       -10       -10
        91        95       -10       -10
        14        74       -10       -10
         7        10       -10       -10
        90        38       -10       -10
        43        56       -10       -10
         1        79       -10       -10
        89        18       -10       -10
        92        46       -10       -10
        68        91       -10       -10
        24        12       -10       -10
        66        82       -10       -10
        13        65       -10       -10
        10        76       -10       -10
       100        89       -10       -10
        46        42       -10       -10
        35        20       -10       -10
        64        48       -10       -10
        93        23       -10       -10
        10        82       -10       -10
        60         4       -10       -10
        37        60       -10       -10
        30        26       -10       -10
        22        97       -10       -10
        16        97       -10       -10
        61        81       -10       -10
        78        73       -10       -10
        45        39       -10       -10
        48        96       -10       -10
        37        13       -10       -10
        75        22       -10       -10
        90        34       -10       -10
        25        78       -10       -10
        35        28       -10       -10
        71        51       -10       -10
        77        83       -10       -10
        55        80       -10       -10
        45        55       -10       -10
        88        64       -10       -10
        72        90       -10       -10
        73        13       -10       -10
        23        49       -10       -10
        90        67       -10       -10
        41        45       -10       -10
        76        63       -10       -10
        95         4       -10       -10
        45        77       -10       -10
         9        99       -10       -10
        56        53       -10       -10
        19        13       -10       -10
         2        42       -10       -10
        42        96       -10       -10
        43        34       -10       -10
        95        70       -10       -10
        86        95       -10       -10
        59        65       -10       -10
        11        69       -10       -10
        93        64       -10       -10
        24        44       -10       -10
        62        93       -10       -10
        69        62       -10       -10
        51        28       -10       -10
        27         1       -10       -10
        69        99       -10       -10
        61        79       -10       -10
        19         5       -10       -10
        43        15       -10       -10
        52        31       -10       -10
        54        26       -10       -10
       100        32       -10       -10
        40        62       -10       -10
        21         5       -10       -10
        53         3       -10       -10
        12        62       -10       -10
        98        72       -10       -10
        15        94       -10       -10
        59        89       -10       -10
         8        79       -10       -10
        70        47       -10       -10
        87        68       -10       -10
        84         5       -10       -10
        58        22       -10       -10
