         i         j       pij       pji
        57        34      55.1   -100000
        71        54      22.7   -100000
        23        32      99.5   -100000
        32        39     -82.6   -100000
        87        55      33.5   -100000
        50        15       4.8   -100000
        52        35      75.9   -100000
        59        95      46.6   -100000
        79        43        13   -100000
        26        62       -97   -100000
        21        18        24   -100000
        43        41     -27.7   -100000
        52        15      48.4   -100000
        57        46      44.8   -100000
        70        32     105.9   -100000
        55        81     -63.7   -100000
        83        84      30.9   -100000
        32        43       7.8   -100000
         1        21    -108.5   -100000
        83        98      13.8   -100000
        79        19     -80.2   -100000
         9        13      61.8   -100000
        92        64      12.3   -100000
        58        72       9.6   -100000
        63        41      64.2   -100000
        74        47      12.6   -100000
        47        29     -36.7   -100000
         6        12     -55.1   -100000
        11        12     -92.4   -100000
        58        46      38.1   -100000
        66        25     -59.1   -100000
        44        85     -19.3   -100000
        62        77      81.2   -100000
        47        86      20.1   -100000
        77       100      64.5   -100000
        90        73     -44.3   -100000
        84        19      17.5   -100000
        62        76      19.8   -100000
        33        86      57.3   -100000
        25        43      59.5   -100000
        66         9      -7.1   -100000
        77         4     -30.5   -100000
       100        18    -116.6   -100000
        38        64     -23.8   -100000
        99        92     -17.2   -100000
       100        81     -68.9   -100000
        47        65        20   -100000
        74        78      24.4   -100000
        12        62     -15.9   -100000
        14        86      48.7   -100000
        14         3      85.4   -100000
        37        31     -32.5   -100000
        97        30     -66.6   -100000
        33        19      45.7   -100000
         7        17        -8   -100000
        80        16    -139.8   -100000
        25        62     -64.9   -100000
        41        35     -32.6   -100000
        33        99         7   -100000
        77        90       -10   -100000
        66        20        41   -100000
        56        47     -28.1   -100000
        75         5     -21.6   -100000
        37        84     -45.2   -100000
        79        60      97.5   -100000
        38        53      76.5   -100000
        61        82      -1.1   -100000
        55        69     -14.8   -100000
        42        82       -17   -100000
        49        65      62.1   -100000
         2        14      -2.4   -100000
        51        88      34.3   -100000
        36         6        38   -100000
        69        34        -3   -100000
        91        41      23.3   -100000
        32        75       -87   -100000
        61        44       4.5   -100000
        93        44    -111.8   -100000
        58        44      23.3   -100000
        63        94      82.3   -100000
        68        10     -71.4   -100000
         3        67       -35   -100000
        88        30      15.9   -100000
        95        65      97.9   -100000
        27        38       5.3   -100000
        51        31      15.6   -100000
        40        73     -42.6   -100000
        50        68     -11.4   -100000
        22        86      -3.8   -100000
        78        45     -11.9   -100000
        31        89      62.9   -100000
         6        17      19.1   -100000
        71        24      53.1   -100000
        53        16       -78   -100000
         7        48      35.5   -100000
        37        24      17.5   -100000
        80         8      27.9   -100000
        96        82     -57.9   -100000
        15        28       -91   -100000
