         i         j       pij       pji
        20         8     125.4    -343.2
        17        12     655.8    -664.2
        11         5    -507.5     463.9
        23        18    -644.7     508.5
        19        15      59.8    -197.1
        24        13     -66.3       6.8
         9         1     246.8    -275.5
        15        20    -411.5     303.1
         4        24      -693     569.8
         5        23     750.8    -778.9
         5        15     318.1    -411.7
        11        21     480.1    -482.8
         6         4       211      -222
        21        24    -811.8     783.1
        17        13      63.6     -71.3
         1         4     -94.3      86.8
        25        10      96.3    -252.6
         9        25    -427.8     384.5
        16        20    -513.4       464
         2        23     -50.9      11.6
         6         7    -381.2     368.8
        14         7    -418.3     415.3
         8        22     570.5    -673.3
         3        16       491    -529.9
