         i         j       pij       pji
        76        36    -194.1     166.5
        92        84     368.4    -416.1
        55        32      48.9     -99.2
        19        93     453.8    -570.2
        73        10     227.9    -320.5
         3        67    -146.3     145.3
        94        41     -80.7      18.4
        22        57      -2.5     -64.6
        44        17       589    -626.4
       100        53    -386.5     351.5
        84        70     306.7    -487.4
        15        56     325.6    -450.8
        17        24    -116.2      35.3
        91        95    -561.5     526.5
        35        24      38.6    -127.6
        32        97    -110.9      34.5
        65        57       247    -312.1
        61        77     468.1    -571.5
        99        71     -92.8      77.1
        78         8      22.4       -60
        32        20    -176.7      92.2
        14        31     143.8    -220.9
         6        72    -470.4     285.3
        20        63    -570.9     567.7
        71        74     466.1    -490.9
         3        25       317    -346.8
        95        76      93.6    -110.4
        84        15    -309.5     249.4
        86        31      -272     241.9
        13       100     -27.3    -126.9
        72         8     299.4    -373.4
        23        67      57.9    -146.4
        41        78      13.2     -50.1
         2        50     288.4    -334.5
        77        59    -926.4     635.2
        25        85    -455.5       392
        67        17     441.1    -457.8
        17        61    -521.3     466.5
        20         3     -90.2      70.5
        21        56     298.6    -343.2
        85        62    -289.3     212.9
        11        53     182.2    -229.6
        11         4       557    -574.6
        40        76    -112.7      84.1
        93         7    -532.5     478.2
        19        83      -223     143.3
        37        29    -417.3     379.9
        37        70     269.1      -340
        31        29      39.3     -41.9
        81        43     167.1    -208.3
        98        30      -5.4    -145.1
         5        30      64.1    -309.6
        88        29    -152.4      42.9
        64         4     492.6    -539.1
        33        80       797      -843
         2        83     -58.7         6
        63        51     284.4      -399
        46        56     134.6    -142.1
        37        72    -561.6     547.6
         1        73    -473.1     333.3
        54        46    -151.4     141.7
        50        94    -158.3      45.2
        26        29    -343.2     336.3
        63        98       114      -126
        49        86       -93      60.3
        41         9       -13     -39.3
        80        19      -615     567.1
        44        11     -32.8       3.8
        56        17     162.8    -185.9
        42        87     355.5    -400.2
        65        26     409.8    -490.5
        50        45    -540.3     519.4
        90        53      -6.8     -74.4
        81         8      -1.4     -63.1
        39        43       434    -581.1
        91        20    -161.8     126.2
        76        87     105.1    -105.5
        16        42    -319.8     190.7
        68        81    -331.3     259.1
         1        45    -692.7     664.1
        74        16    -484.8     396.2
        34         9      -153      74.8
        15        27    -134.9       7.2
        96        21      -350     334.5
        72        79     360.8    -393.4
        52        48     671.6    -727.8
        64        38      70.7    -121.8
        98        89       654    -678.5
         8        69      -245     198.4
        18        31    -206.4     166.3
        47        73       152    -302.6
        28         2      46.3     -68.6
        66        40    -250.4       244
        30        75     -80.9      28.1
        94        82    -269.3     248.4
        88        58     524.5    -581.7
        56        52    -485.5     482.8
        12        71     -60.7       -35
        60        36    -645.6     631.6
