         i         j       pij       pji
         8        19         0         0
        14        22         0         0
        10         6         0         0
         1         7         0         0
        24         8         0         0
         2         6         0         0
        15        24         0         0
        19        16         0         0
        20        22         0         0
        22        18         0         0
        20         9         0         0
        19         7         0         0
        25        10         0         0
        25         7         0         0
         5        15         0         0
        21         8         0         0
        21        23         0         0
         7        11         0         0
         9        19         0         0
        13         5         0         0
        22        12         0         0
        24        17         0         0
         8         3         0         0
        21         4         0         0
