         i         j       pij       pji
         2        46      84.9   -100000
        17        33      38.7   -100000
        36        11      64.8   -100000
        17         1      54.2   -100000
        39        36       -12   -100000
        14        32       129   -100000
        23        36      30.6   -100000
        50        49       1.3   -100000
        43        37       9.5   -100000
        10        29     -28.6   -100000
        23        31     -31.5   -100000
        12        49      58.4   -100000
         2        37       132   -100000
        22         3        52   -100000
        13        43     -67.4   -100000
         6         9     -71.3   -100000
        19        31     -23.5   -100000
        39        30      86.2   -100000
        15        24     140.9   -100000
        32        34     -35.8   -100000
        38         8     -13.4   -100000
        40        22     -67.8   -100000
        27        25     179.8   -100000
        27        46     116.2   -100000
        28        11      96.3   -100000
        16        18      46.3   -100000
        35        36      -1.5   -100000
        42        27    -105.8   -100000
        48        41     -84.1   -100000
        39        24     142.1   -100000
        11        12       -81   -100000
        15         1     136.9   -100000
        18        29     -14.6   -100000
         8         6      34.7   -100000
        30        34       5.6   -100000
        47        29       5.6   -100000
        35         4      74.4   -100000
        11         8     -18.7   -100000
         3        39     -82.2   -100000
        26         4      39.1   -100000
        37        28    -119.9   -100000
        11        20       7.7   -100000
        35        44      50.9   -100000
        17        16     -62.9   -100000
        44         5     -80.8   -100000
        30        45     -25.3   -100000
         7        33      18.2   -100000
        39        48     128.9   -100000
        12        21        13   -100000
