         i         j       pij       pji
        43        36       -10       -10
        24        35       -10       -10
        20        14       -10       -10
        14        30       -10       -10
        17        35       -10       -10
        22        19       -10       -10
        43        16       -10       -10
         7        27       -10       -10
        23         9       -10       -10
        34        38       -10       -10
        36        29       -10       -10
        21        43       -10       -10
        34        36       -10       -10
        21        40       -10       -10
         4        49       -10       -10
        50        17       -10       -10
        30        12       -10       -10
        43        47       -10       -10
        46        16       -10       -10
        15        39       -10       -10
        31        23       -10       -10
        32         1       -10       -10
        43        19       -10       -10
         1        29       -10       -10
        18         7       -10       -10
         5        14       -10       -10
        42        37       -10       -10
        26        34       -10       -10
        33        23       -10       -10
        50        49       -10       -10
        21        30       -10       -10
        22         8       -10       -10
        45        36       -10       -10
        14        18       -10       -10
         6        31       -10       -10
        33         1       -10       -10
        23        48       -10       -10
        22        41       -10       -10
        28        21       -10       -10
        47        42       -10       -10
        11        43       -10       -10
        44        41       -10       -10
        20        15       -10       -10
         6        10       -10       -10
         3         9       -10       -10
         2        50       -10       -10
        49        13       -10       -10
        50        25       -10       -10
        10        24       -10       -10
