         i         j       pij       pji
        14         7      68.7   -100000
        10         6      37.7   -100000
         8        23     -50.2   -100000
        21        23     108.1   -100000
        17        16      36.7   -100000
        16        25       8.4   -100000
        11        24      83.5   -100000
        13        14    -130.4   -100000
        14         6     110.8   -100000
        16         4      54.5   -100000
        11        19     -50.7   -100000
        12         3      19.5   -100000
        11        13       102   -100000
        21        10      66.1   -100000
        19         1      42.2   -100000
        24        16     -33.7   -100000
        13        20     -50.3   -100000
        16        22       -59   -100000
         5        10      25.2   -100000
        12        25       100   -100000
         9         6       110   -100000
        18        15      43.3   -100000
        18         6      78.3   -100000
         6         2     -87.9   -100000
