         i         j       pij       pji
        43        11    -425.6   -100000
        30        17    -325.7   -100000
         1        39    -248.9   -100000
        32         8    -736.9   -100000
        39        32    -156.2   -100000
         8        26     -61.1   -100000
         3        43    -663.7   -100000
        15        40    -143.4   -100000
        19         5    -460.3   -100000
        13        34     618.4   -100000
        28        26     727.8   -100000
        28         7     311.1   -100000
        21         9     276.8   -100000
        23        42    -703.7   -100000
        16        30    -201.6   -100000
        16        40     124.6   -100000
         6        42    -544.9   -100000
        36         6     -26.2   -100000
         2        26     970.5   -100000
        33        36     625.7   -100000
        10        23     401.6   -100000
        16        29       586   -100000
        26        22    -145.1   -100000
        17        25      31.7   -100000
        47        11    -291.6   -100000
        38        22     347.1   -100000
        17        37     385.4   -100000
        18        12     943.9   -100000
        27         2    -246.6   -100000
        13        22     811.5   -100000
        35        18    -223.5   -100000
        13        37     653.1   -100000
        37        14     -1046   -100000
        47        42      -3.9   -100000
        22        10    -521.9   -100000
        33         5     477.1   -100000
        18         8      99.8   -100000
         4        27    -441.5   -100000
        41         5     837.9   -100000
        31        22     582.8   -100000
        43        24     599.2   -100000
        12        45    -534.1   -100000
        27        49     699.2   -100000
        46         8    -243.6   -100000
        23        44    -407.8   -100000
        49        48   -1005.2   -100000
         2        50     859.7   -100000
         9        15    -184.8   -100000
        38        20    -171.1   -100000
